# Time-dependent hole occupations (neutral MO basis) for MO indices: [0, 1, 2, 3, 4, 5, 6, 7, 8]

Timestamps (au),MO index 0,MO index 1,MO index 2,MO index 3,MO index 4,MO index 5,MO index 6,MO index 7,MO index 8
4.5,1.996372889648758,1.1852012173907411e-05,0.30375523452829745,0.13518540863581308,0.4777058941332344,0.4777058941332022,0.5448347374347846,-0.4777058941332103,-0.4777058941332133
4.55,1.995571369361452,1.3471709180201685e-05,0.29886951270166184,0.13132159879117689,0.4446384813709843,0.4446384813709514,0.5515067998012984,-0.44463848137096007,-0.44463848137096273
4.6,1.9964643922797907,1.580809432355501e-05,0.2905443227044864,0.12831914685207968,0.411627767927361,0.4116277679273279,0.5582408158763852,-0.41162776792733646,-0.411627767927339
4.65,1.9980579212198408,1.828766160993922e-05,0.2800992957231663,0.12542582700823246,0.3788317652017126,0.37883176520167927,0.5650288163806243,-0.37883176520168793,-0.3788317652016904
4.7,1.998533663906419,2.0288544612778736e-05,0.26964188375475184,0.12183385061092267,0.3463596814998091,0.34635968149977536,0.5719182532459095,-0.34635968149978436,-0.3463596814997867
4.75,1.9973538321223065,2.1260689671231958e-05,0.2597326523612953,0.11767574641974088,0.31429657342667183,0.3142965734266383,0.5789757868227019,-0.3142965734266479,-0.3142965734266502
4.8,1.9958963586556853,2.0807165084679724e-05,0.2488373555375598,0.11388264995196073,0.28277029258674147,0.28277029258670705,0.586223156130953,-0.282770292586717,-0.28277029258671915
4.85,1.9958476262678424,1.886285175767277e-05,0.2352593745891589,0.11105097590335422,0.2519780320986318,0.2519780320985969,0.5936220470383993,-0.2519780320986076,-0.25197803209860953
4.9,1.9972913858720216,1.5811008026389572e-05,0.21926873448986717,0.10871577267659527,0.22214344625107696,0.22214344625104232,0.601126614678148,-0.2221434462510527,-0.22214344625105456
4.95,1.9985997465606165,1.2378873126994705e-05,0.2030155938012732,0.10591383847308644,0.1934571222432786,0.19345712224324396,0.6087504668964867,-0.19345712224325473,-0.19345712224325645
5.0,1.998283376016269,9.448960033964227e-06,0.18829392760875985,0.10235333147367554,0.16606827882881303,0.1660682788287784,0.6165557289435804,-0.16606827882878927,-0.16606827882879088
5.05,1.996735424736677,7.889834552132768e-06,0.17466668407093788,0.09878458853707928,0.14013140570668958,0.14013140570665472,0.6245768853546969,-0.14013140570666593,-0.14013140570666727
5.1,1.995760218509644,8.297970749193695e-06,0.16023951026541594,0.09607693932214634,0.11584409155045128,0.11584409155041664,0.6327792788564639,-0.11584409155042756,-0.1158440915504288
5.15,1.9964965624202866,1.0707589467973122e-05,0.14416749650710092,0.09413085662403686,0.09343015960839818,0.0934301596083642,0.6410937580853706,-0.09343015960837506,-0.09343015960837618
5.2,1.9981391024025426,1.4547909835460615e-05,0.12792039262356303,0.0919886621068644,0.07309115876847594,0.07309115876844174,0.6494901589034159,-0.07309115876845279,-0.0730911587684537
5.25,1.9988198687433612,1.8875588483124872e-05,0.11390744782494266,0.08898267672267446,0.05498260470683247,0.05498260470679783,0.6579981399400143,-0.054982604706809116,-0.054982604706809934
5.3,1.9977690540011024,2.2631580697485276e-05,0.10293301732211124,0.0855529286065786,0.03923580327921594,0.03923580327918108,0.6666429675051591,-0.039235803279192474,-0.03923580327919308
5.35,1.9962183137256482,2.485610565883256e-05,0.09350043615875125,0.08270924817241765,0.025987170919505864,0.025987170919471225,0.6753919241132103,-0.025987170919482924,-0.025987170919483403
5.4,1.995962066083314,2.4957745081044536e-05,0.08387300162673261,0.08075846191765956,0.01537460218956932,0.015374602189534237,0.6841693939424944,-0.015374602189546324,-0.015374602189546675
5.45,1.9973280042516832,2.2923272352759483e-05,0.07434122636467633,0.07891668695476173,0.007507931620449604,0.007507931620414077,0.6929121356447678,-0.007507931620426623,-0.0075079316204268755
5.5,1.9987801231236642,1.9287047410943003e-05,0.06709643465712545,0.07625654923377834,0.002451584211055735,0.002451584211020652,0.7016038539560727,-0.0024515842110330813,-0.0024515842110332652
5.55,1.9986414404797916,1.4950784775979997e-05,0.0638627977716717,0.07283307565305241,0.0002362448432489117,0.00023624484321471684,0.7102384333129441,-0.00023624484322672004,-0.00023624484322675463
5.6,1.997063836800914,1.0999329432159755e-05,0.06395430187071449,0.0696350980026339,0.0008755703741267773,0.0008755703740930265,0.7187737712473468,-0.0008755703741050581,-0.0008755703741049032
5.65,1.995864425343782,8.436506030218283e-06,0.06519596224867463,0.06735138561106169,0.004361533017422037,0.004361533017389174,0.7271398947887797,-0.004361533017400547,-0.004361533017400456
5.7,1.9964367203033524,7.83263958581415e-06,0.0665626513823332,0.06551244915633192,0.010647355725651453,0.010647355725619256,0.7352719666795562,-0.01064735572563072,-0.010647355725630452
5.75,1.9981637421729093,9.139102738142668e-06,0.06932856844678703,0.06308145169369084,0.019646648603997008,0.01964664860396459,0.743130731709186,-0.019646648603975872,-0.0196466486039756
5.8,1.9990565985813775,1.180244126031127e-05,0.07554921943901682,0.059713061715066296,0.031254031806597915,0.031254031806566385,0.7506838640434674,-0.03125403180657738,-0.03125403180657697
5.85,1.9980411803084885,1.4995745912571579e-05,0.08553559925926502,0.056205070859044914,0.04535910717927916,0.045359107179247626,0.7578766079812294,-0.045359107179258965,-0.04535910717925854
5.9,1.9962595964557264,1.7837838762302383e-05,0.09732511931267407,0.05353424112566607,0.06183282887364516,0.061832828873614076,0.7646457284368287,-0.061832828873625,-0.06183282887362457
5.95,1.9957601010840633,1.964819680200236e-05,0.10887001677224628,0.051648803893430184,0.08050515093222632,0.08050515093219524,0.7709449355336366,-0.08050515093220642,-0.08050515093220588
6.0,1.9971442214015782,2.015937933230738e-05,0.12019142837089847,0.04957043971561359,0.1011700057890863,0.1011700057890561,0.7767441120007454,-0.1011700057890669,-0.1011700057890664
6.05,1.998839584919614,1.9510091052943324e-05,0.13307995609035883,0.046598909076925654,0.12362156163722582,0.12362156163719584,0.7820077370707053,-0.12362156163720661,-0.12362156163720611
6.1,1.998841089029906,1.8082021624898914e-05,0.14877921173068165,0.04318235615927746,0.14768183348079278,0.1476818334807628,0.7866758943342003,-0.14768183348077304,-0.14768183348077263
6.15,1.9970799073297538,1.6376058617373346e-05,0.1662283943092211,0.040409353827922434,0.1731856798892515,0.17318567988922196,0.7906881767600562,-0.17318567988923195,-0.1731856798892315
6.2,1.9955625790496827,1.4902919613479781e-05,0.18304932142608465,0.038673234143104196,0.19994255254066284,0.19994255254063376,0.7940183429758381,-0.19994255254064375,-0.1999425525406433
6.25,1.9960421546169569,1.3993192913508423e-05,0.19806139521680866,0.0372184443786403,0.22772664954963062,0.2277266495496013,0.7966681228021801,-0.22772664954961125,-0.2277266495496108
6.3,1.9979949064583147,1.3664887981601481e-05,0.21230048081724995,0.03509167738574415,0.25631583845923034,0.2563158384592019,0.7986315406346982,-0.2563158384592116,-0.256315838459211
6.35,1.9991529082593564,1.3698303428233416e-05,0.2275680918131613,0.03228945198550881,0.2855393926245047,0.2855393926244765,0.7998675862658384,-0.2855393926244858,-0.28553939262448547
6.4,1.9981010275483757,1.3801714034977763e-05,0.24410108904268513,0.029796717803118433,0.31527688062153514,0.3152768806215076,0.8003210215507592,-0.3152768806215166,-0.31527688062151615
6.45,1.9960004412868737,1.3725818920118371e-05,0.26004506777388103,0.028396179770732388,0.3454089986959201,0.34540899869589303,0.7999705183204036,-0.3454089986959017,-0.34540899869590125
6.5,1.9952626291234246,1.3375221464828613e-05,0.2734241292231232,0.027714843366297037,0.37577888574757345,0.3757788857475468,0.7988382348895509,-0.37577888574755547,-0.3757788857475551
6.55,1.9967514958824828,1.2910290026590943e-05,0.2841887185426173,0.026712065600688728,0.4062127866961318,0.4062127866961056,0.7969526827486959,-0.4062127866961142,-0.4062127866961137
6.6,1.9987719268648838,1.2678949502742398e-05,0.2940616896534418,0.024921819978912074,0.4365796295880924,0.4365796295880666,0.794306622625758,-0.43657962958807484,-0.43657962958807445
6.65,1.9989471975036655,1.29891051514619e-05,0.30445793941806665,0.023017510942641373,0.4668190801543832,0.46681908015435747,0.7908572602248671,-0.46681908015436546,-0.46681908015436513
6.7,1.9970063245816054,1.3952047276388768e-05,0.31471868980288775,0.022019497968699397,0.49690317412368,0.4969031741236547,0.7865745557954988,-0.4969031741236628,-0.4969031741236626
6.75,1.9951640888894644,1.5469323850547667e-05,0.3227719748593194,0.022042858679807154,0.5267758628266477,0.5267758628266228,0.7814743838209994,-0.5267758628266306,-0.5267758628266304
6.8,1.9955420896948515,1.723485999383101e-05,0.3274432424420586,0.022173153793771494,0.5563404557152882,0.5563404557152634,0.7756001550446356,-0.556340455715271,-0.5563404557152709
