# uniform Lorentzian, HWHM 0.15 eV, area of each line = oscillator strength
energy_eV	wavelength_nm	intensity
3.132066	395.8543	3.09214827e-01
3.134317	395.5700	3.04901409e-01
3.136568	395.2861	3.00655998e-01
3.138819	395.0026	2.96478270e-01
3.141071	394.7195	2.92367839e-01
3.143322	394.4369	2.88324260e-01
3.145573	394.1546	2.84347035e-01
3.147824	393.8727	2.80435617e-01
3.150075	393.5912	2.76589415e-01
3.152326	393.3102	2.72807797e-01
3.154577	393.0295	2.69090097e-01
3.156828	392.7492	2.65435616e-01
3.159080	392.4694	2.61843628e-01
3.161331	392.1899	2.58313379e-01
3.163582	391.9108	2.54844097e-01
3.165833	391.6321	2.51434986e-01
3.168084	391.3539	2.48085238e-01
3.170335	391.0760	2.44794030e-01
3.172586	390.7985	2.41560525e-01
3.174837	390.5214	2.38383879e-01
3.177089	390.2447	2.35263241e-01
3.179340	389.9684	2.32197753e-01
3.181591	389.6925	2.29186554e-01
3.183842	389.4169	2.26228782e-01
3.186093	389.1418	2.23323571e-01
3.188344	388.8670	2.20470059e-01
3.190595	388.5927	2.17667384e-01
3.192846	388.3187	2.14914688e-01
3.195098	388.0451	2.12211118e-01
3.197349	387.7719	2.09555823e-01
3.199600	387.4991	2.06947959e-01
3.201851	387.2266	2.04386692e-01
3.204102	386.9546	2.01871190e-01
3.206353	386.6829	1.99400632e-01
3.208604	386.4116	1.96974205e-01
3.210855	386.1407	1.94591105e-01
3.213107	385.8702	1.92250537e-01
3.215358	385.6000	1.89951717e-01
3.217609	385.3302	1.87693870e-01
3.219860	385.0608	1.85476231e-01
3.222111	384.7918	1.83298048e-01
3.224362	384.5232	1.81158577e-01
3.226613	384.2549	1.79057088e-01
3.228864	383.9870	1.76992859e-01
3.231116	383.7195	1.74965183e-01
3.233367	383.4523	1.72973361e-01
3.235618	383.1855	1.71016709e-01
3.237869	382.9191	1.69094551e-01
3.240120	382.6531	1.67206224e-01
3.242371	382.3874	1.65351079e-01
3.244622	382.1221	1.63528475e-01
3.246873	381.8572	1.61737783e-01
3.249125	381.5926	1.59978387e-01
3.251376	381.3284	1.58249683e-01
3.253627	381.0646	1.56551074e-01
3.255878	380.8011	1.54881980e-01
3.258129	380.5380	1.53241827e-01
3.260380	380.2753	1.51630056e-01
3.262631	380.0129	1.50046116e-01
3.264882	379.7509	1.48489467e-01
3.267134	379.4892	1.46959583e-01
3.269385	379.2279	1.45455943e-01
3.271636	378.9670	1.43978040e-01
3.273887	378.7064	1.42525378e-01
3.276138	378.4462	1.41097467e-01
3.278389	378.1863	1.39693830e-01
3.280640	377.9268	1.38314000e-01
3.282891	377.6677	1.36957518e-01
3.285143	377.4089	1.35623934e-01
3.287394	377.1504	1.34312810e-01
3.289645	376.8923	1.33023713e-01
3.291896	376.6346	1.31756223e-01
3.294147	376.3772	1.30509926e-01
3.296398	376.1202	1.29284418e-01
3.298649	375.8635	1.28079303e-01
3.300900	375.6072	1.26894193e-01
3.303152	375.3512	1.25728708e-01
3.305403	375.0956	1.24582478e-01
3.307654	374.8403	1.23455137e-01
3.309905	374.5854	1.22346330e-01
3.312156	374.3308	1.21255708e-01
3.314407	374.0765	1.20182931e-01
3.316658	373.8226	1.19127663e-01
3.318909	373.5691	1.18089578e-01
3.321161	373.3159	1.17068355e-01
3.323412	373.0630	1.16063682e-01
3.325663	372.8105	1.15075251e-01
3.327914	372.5583	1.14102762e-01
3.330165	372.3064	1.13145922e-01
3.332416	372.0549	1.12204443e-01
3.334667	371.8038	1.11278042e-01
3.336918	371.5530	1.10366445e-01
3.339170	371.3025	1.09469381e-01
3.341421	371.0523	1.08586587e-01
3.343672	370.8025	1.07717804e-01
3.345923	370.5530	1.06862778e-01
3.348174	370.3039	1.06021262e-01
3.350425	370.0551	1.05193013e-01
3.352676	369.8066	1.04377795e-01
3.354927	369.5585	1.03575374e-01
3.357179	369.3107	1.02785522e-01
3.359430	369.0632	1.02008018e-01
3.361681	368.8161	1.01242642e-01
3.363932	368.5693	1.00489182e-01
3.366183	368.3228	9.97474277e-02
3.368434	368.0766	9.90171749e-02
3.370685	367.8308	9.82982229e-02
3.372936	367.5853	9.75903754e-02
3.375188	367.3402	9.68934402e-02
3.377439	367.0953	9.62072290e-02
3.379690	366.8508	9.55315575e-02
3.381941	366.6066	9.48662451e-02
3.384192	366.3628	9.42111149e-02
3.386443	366.1192	9.35659939e-02
3.388694	365.8760	9.29307123e-02
3.390945	365.6331	9.23051041e-02
3.393197	365.3905	9.16890066e-02
3.395448	365.1483	9.10822603e-02
3.397699	364.9064	9.04847092e-02
3.399950	364.6648	8.98962002e-02
3.402201	364.4235	8.93165836e-02
3.404452	364.1825	8.87457125e-02
3.406703	363.9419	8.81834432e-02
3.408954	363.7015	8.76296347e-02
3.411206	363.4615	8.70841489e-02
3.413457	363.2218	8.65468507e-02
3.415708	362.9824	8.60176075e-02
3.417959	362.7434	8.54962894e-02
3.420210	362.5046	8.49827690e-02
3.422461	362.2662	8.44769217e-02
3.424712	362.0280	8.39786253e-02
3.426963	361.7902	8.34877598e-02
3.429215	361.5527	8.30042079e-02
3.431466	361.3156	8.25278545e-02
3.433717	361.0787	8.20585868e-02
3.435968	360.8421	8.15962942e-02
3.438219	360.6059	8.11408682e-02
3.440470	360.3699	8.06922026e-02
3.442721	360.1343	8.02501933e-02
3.444972	359.8989	7.98147380e-02
3.447224	359.6639	7.93857366e-02
3.449475	359.4292	7.89630910e-02
3.451726	359.1948	7.85467048e-02
3.453977	358.9607	7.81364836e-02
3.456228	358.7269	7.77323349e-02
3.458479	358.4934	7.73341679e-02
3.460730	358.2602	7.69418935e-02
3.462981	358.0273	7.65554245e-02
3.465233	357.7947	7.61746751e-02
3.467484	357.5624	7.57995614e-02
3.469735	357.3305	7.54300011e-02
3.471986	357.0988	7.50659133e-02
3.474237	356.8674	7.47072187e-02
3.476488	356.6363	7.43538396e-02
3.478739	356.4055	7.40056997e-02
3.480990	356.1750	7.36627242e-02
3.483242	355.9449	7.33248397e-02
3.485493	355.7150	7.29919741e-02
3.487744	355.4854	7.26640568e-02
3.489995	355.2561	7.23410184e-02
3.492246	355.0271	7.20227909e-02
3.494497	354.7984	7.17093076e-02
3.496748	354.5700	7.14005029e-02
3.498999	354.3418	7.10963125e-02
3.501251	354.1140	7.07966735e-02
3.503502	353.8865	7.05015237e-02
3.505753	353.6592	7.02108026e-02
3.508004	353.4323	6.99244505e-02
3.510255	353.2056	6.96424088e-02
3.512506	352.9793	6.93646201e-02
3.514757	352.7532	6.90910280e-02
3.517009	352.5274	6.88215773e-02
3.519260	352.3019	6.85562136e-02
3.521511	352.0767	6.82948835e-02
3.523762	351.8518	6.80375347e-02
3.526013	351.6272	6.77841160e-02
3.528264	351.4028	6.75345768e-02
3.530515	351.1787	6.72888676e-02
3.532766	350.9550	6.70469398e-02
3.535018	350.7315	6.68087458e-02
3.537269	350.5083	6.65742386e-02
3.539520	350.2854	6.63433724e-02
3.541771	350.0627	6.61161019e-02
3.544022	349.8404	6.58923828e-02
3.546273	349.6183	6.56721717e-02
3.548524	349.3965	6.54554258e-02
3.550775	349.1750	6.52421032e-02
3.553027	348.9538	6.50321626e-02
3.555278	348.7328	6.48255637e-02
3.557529	348.5121	6.46222667e-02
3.559780	348.2917	6.44222327e-02
3.562031	348.0716	6.42254233e-02
3.564282	347.8518	6.40318011e-02
3.566533	347.6322	6.38413290e-02
3.568784	347.4130	6.36539709e-02
3.571036	347.1940	6.34696912e-02
3.573287	346.9752	6.32884550e-02
3.575538	346.7568	6.31102279e-02
3.577789	346.5386	6.29349763e-02
3.580040	346.3207	6.27626670e-02
3.582291	346.1031	6.25932676e-02
3.584542	345.8857	6.24267463e-02
3.586793	345.6686	6.22630716e-02
3.589045	345.4518	6.21022129e-02
3.591296	345.2353	6.19441398e-02
3.593547	345.0190	6.17888229e-02
3.595798	344.8030	6.16362329e-02
3.598049	344.5873	6.14863412e-02
3.600300	344.3718	6.13391198e-02
3.602551	344.1566	6.11945411e-02
3.604802	343.9417	6.10525779e-02
3.607054	343.7271	6.09132038e-02
3.609305	343.5127	6.07763926e-02
3.611556	343.2986	6.06421186e-02
3.613807	343.0847	6.05103566e-02
3.616058	342.8711	6.03810821e-02
3.618309	342.6578	6.02542705e-02
3.620560	342.4448	6.01298982e-02
3.622811	342.2320	6.00079417e-02
3.625063	342.0195	5.98883781e-02
3.627314	341.8072	5.97711847e-02
3.629565	341.5952	5.96563394e-02
3.631816	341.3835	5.95438204e-02
3.634067	341.1720	5.94336064e-02
3.636318	340.9608	5.93256765e-02
3.638569	340.7498	5.92200100e-02
3.640820	340.5392	5.91165867e-02
3.643072	340.3287	5.90153868e-02
3.645323	340.1186	5.89163908e-02
3.647574	339.9087	5.88195796e-02
3.649825	339.6990	5.87249345e-02
3.652076	339.4896	5.86324370e-02
3.654327	339.2805	5.85420691e-02
3.656578	339.0716	5.84538130e-02
3.658829	338.8630	5.83676513e-02
3.661081	338.6546	5.82835670e-02
3.663332	338.4465	5.82015434e-02
3.665583	338.2387	5.81215639e-02
3.667834	338.0311	5.80436124e-02
3.670085	337.8238	5.79676732e-02
3.672336	337.6167	5.78937308e-02
3.674587	337.4098	5.78217698e-02
3.676838	337.2033	5.77517755e-02
3.679090	336.9969	5.76837332e-02
3.681341	336.7909	5.76176285e-02
3.683592	336.5851	5.75534474e-02
3.685843	336.3795	5.74911760e-02
3.688094	336.1742	5.74308010e-02
3.690345	335.9691	5.73723090e-02
3.692596	335.7643	5.73156871e-02
3.694847	335.5597	5.72609226e-02
3.697099	335.3554	5.72080031e-02
3.699350	335.1513	5.71569162e-02
3.701601	334.9475	5.71076502e-02
3.703852	334.7439	5.70601932e-02
3.706103	334.5406	5.70145339e-02
3.708354	334.3375	5.69706611e-02
3.710605	334.1347	5.69285637e-02
3.712856	333.9321	5.68882312e-02
3.715108	333.7298	5.68496529e-02
3.717359	333.5277	5.68128186e-02
3.719610	333.3258	5.67777182e-02
3.721861	333.1242	5.67443420e-02
3.724112	332.9228	5.67126805e-02
3.726363	332.7217	5.66827241e-02
3.728614	332.5208	5.66544637e-02
3.730865	332.3202	5.66278905e-02
3.733117	332.1198	5.66029956e-02
3.735368	331.9196	5.65797707e-02
3.737619	331.7197	5.65582072e-02
3.739870	331.5201	5.65382973e-02
3.742121	331.3206	5.65200329e-02
3.744372	331.1214	5.65034063e-02
3.746623	330.9225	5.64884101e-02
3.748874	330.7238	5.64750370e-02
3.751126	330.5253	5.64632797e-02
3.753377	330.3271	5.64531315e-02
3.755628	330.1291	5.64445856e-02
3.757879	329.9313	5.64376353e-02
3.760130	329.7338	5.64322745e-02
3.762381	329.5365	5.64284969e-02
3.764632	329.3394	5.64262964e-02
3.766883	329.1426	5.64256674e-02
3.769135	328.9461	5.64266042e-02
3.771386	328.7497	5.64291013e-02
3.773637	328.5536	5.64331534e-02
3.775888	328.3577	5.64387555e-02
3.778139	328.1621	5.64459026e-02
3.780390	327.9667	5.64545900e-02
3.782641	327.7715	5.64648130e-02
3.784892	327.5765	5.64765674e-02
3.787144	327.3818	5.64898487e-02
3.789395	327.1873	5.65046530e-02
3.791646	326.9931	5.65209763e-02
3.793897	326.7991	5.65388149e-02
3.796148	326.6053	5.65581652e-02
3.798399	326.4117	5.65790237e-02
3.800650	326.2184	5.66013872e-02
3.802901	326.0253	5.66252526e-02
3.805153	325.8324	5.66506169e-02
3.807404	325.6397	5.66774773e-02
3.809655	325.4473	5.67058313e-02
3.811906	325.2551	5.67356762e-02
3.814157	325.0632	5.67670099e-02
3.816408	324.8714	5.67998301e-02
3.818659	324.6799	5.68341348e-02
3.820910	324.4886	5.68699221e-02
3.823162	324.2975	5.69071904e-02
3.825413	324.1067	5.69459381e-02
3.827664	323.9161	5.69861637e-02
3.829915	323.7257	5.70278660e-02
3.832166	323.5355	5.70710438e-02
3.834417	323.3456	5.71156963e-02
3.836668	323.1559	5.71618226e-02
3.838919	322.9664	5.72094220e-02
3.841171	322.7771	5.72584941e-02
3.843422	322.5881	5.73090383e-02
3.845673	322.3992	5.73610546e-02
3.847924	322.2106	5.74145427e-02
3.850175	322.0222	5.74695029e-02
3.852426	321.8340	5.75259352e-02
3.854677	321.6461	5.75838401e-02
3.856928	321.4584	5.76432180e-02
3.859180	321.2709	5.77040695e-02
3.861431	321.0836	5.77663956e-02
3.863682	320.8965	5.78301970e-02
3.865933	320.7096	5.78954748e-02
3.868184	320.5230	5.79622304e-02
3.870435	320.3366	5.80304649e-02
3.872686	320.1504	5.81001800e-02
3.874937	319.9644	5.81713773e-02
3.877189	319.7786	5.82440585e-02
3.879440	319.5930	5.83182257e-02
3.881691	319.4077	5.83938808e-02
3.883942	319.2226	5.84710261e-02
3.886193	319.0377	5.85496640e-02
3.888444	318.8530	5.86297970e-02
3.890695	318.6685	5.87114277e-02
3.892946	318.4842	5.87945589e-02
3.895198	318.3001	5.88791936e-02
3.897449	318.1163	5.89653348e-02
3.899700	317.9327	5.90529858e-02
3.901951	317.7492	5.91421500e-02
3.904202	317.5660	5.92328309e-02
3.906453	317.3830	5.93250322e-02
3.908704	317.2002	5.94187576e-02
3.910955	317.0177	5.95140111e-02
3.913207	316.8353	5.96107969e-02
3.915458	316.6531	5.97091193e-02
3.917709	316.4712	5.98089825e-02
3.919960	316.2894	5.99103913e-02
3.922211	316.1079	6.00133502e-02
3.924462	315.9266	6.01178642e-02
3.926713	315.7455	6.02239382e-02
3.928964	315.5646	6.03315775e-02
3.931216	315.3839	6.04407873e-02
3.933467	315.2034	6.05515732e-02
3.935718	315.0231	6.06639406e-02
3.937969	314.8430	6.07778955e-02
3.940220	314.6631	6.08934437e-02
3.942471	314.4834	6.10105914e-02
3.944722	314.3040	6.11293447e-02
3.946973	314.1247	6.12497102e-02
3.949225	313.9457	6.13716943e-02
3.951476	313.7668	6.14953038e-02
3.953727	313.5882	6.16205455e-02
3.955978	313.4097	6.17474266e-02
3.958229	313.2315	6.18759543e-02
3.960480	313.0534	6.20061359e-02
3.962731	312.8756	6.21379790e-02
3.964982	312.6980	6.22714912e-02
3.967234	312.5205	6.24066806e-02
3.969485	312.3433	6.25435550e-02
3.971736	312.1663	6.26821229e-02
3.973987	311.9894	6.28223925e-02
3.976238	311.8128	6.29643724e-02
3.978489	311.6364	6.31080715e-02
3.980740	311.4601	6.32534985e-02
3.982991	311.2841	6.34006626e-02
3.985243	311.1083	6.35495732e-02
3.987494	310.9326	6.37002396e-02
3.989745	310.7572	6.38526715e-02
3.991996	310.5820	6.40068788e-02
3.994247	310.4069	6.41628715e-02
3.996498	310.2321	6.43206597e-02
3.998749	310.0574	6.44802539e-02
4.001001	309.8830	6.46416647e-02
4.003252	309.7087	6.48049029e-02
4.005503	309.5347	6.49699795e-02
4.007754	309.3608	6.51369055e-02
4.010005	309.1871	6.53056925e-02
4.012256	309.0137	6.54763520e-02
4.014507	308.8404	6.56488958e-02
4.016758	308.6673	6.58233359e-02
4.019010	308.4944	6.59996845e-02
4.021261	308.3217	6.61779540e-02
4.023512	308.1492	6.63581570e-02
4.025763	307.9769	6.65403064e-02
4.028014	307.8048	6.67244153e-02
4.030265	307.6328	6.69104969e-02
4.032516	307.4611	6.70985647e-02
4.034767	307.2896	6.72886325e-02
4.037019	307.1182	6.74807142e-02
4.039270	306.9471	6.76748240e-02
4.041521	306.7761	6.78709764e-02
4.043772	306.6053	6.80691860e-02
4.046023	306.4347	6.82694677e-02
4.048274	306.2643	6.84718367e-02
4.050525	306.0941	6.86763083e-02
4.052776	305.9241	6.88828982e-02
4.055028	305.7543	6.90916222e-02
4.057279	305.5846	6.93024966e-02
4.059530	305.4152	6.95155376e-02
4.061781	305.2459	6.97307621e-02
4.064032	305.0768	6.99481868e-02
4.066283	304.9079	7.01678290e-02
4.068534	304.7392	7.03897062e-02
4.070785	304.5707	7.06138361e-02
4.073037	304.4024	7.08402367e-02
4.075288	304.2342	7.10689263e-02
4.077539	304.0663	7.12999235e-02
4.079790	303.8985	7.15332472e-02
4.082041	303.7309	7.17689165e-02
4.084292	303.5635	7.20069510e-02
4.086543	303.3963	7.22473704e-02
4.088794	303.2292	7.24901947e-02
4.091046	303.0624	7.27354444e-02
4.093297	302.8957	7.29831402e-02
4.095548	302.7292	7.32333030e-02
4.097799	302.5629	7.34859543e-02
4.100050	302.3968	7.37411156e-02
4.102301	302.2308	7.39988091e-02
4.104552	302.0651	7.42590570e-02
4.106803	301.8995	7.45218821e-02
4.109055	301.7341	7.47873073e-02
4.111306	301.5689	7.50553561e-02
4.113557	301.4039	7.53260522e-02
4.115808	301.2390	7.55994198e-02
4.118059	301.0743	7.58754832e-02
4.120310	300.9099	7.61542674e-02
4.122561	300.7455	7.64357975e-02
4.124812	300.5814	7.67200993e-02
4.127064	300.4175	7.70071986e-02
4.129315	300.2537	7.72971220e-02
4.131566	300.0901	7.75898962e-02
4.133817	299.9267	7.78855484e-02
4.136068	299.7634	7.81841063e-02
4.138319	299.6004	7.84855979e-02
4.140570	299.4375	7.87900518e-02
4.142821	299.2748	7.90974968e-02
4.145073	299.1122	7.94079623e-02
4.147324	298.9499	7.97214782e-02
4.149575	298.7877	8.00380746e-02
4.151826	298.6257	8.03577824e-02
4.154077	298.4639	8.06806327e-02
4.156328	298.3022	8.10066572e-02
4.158579	298.1407	8.13358881e-02
4.160830	297.9794	8.16683581e-02
4.163082	297.8183	8.20041003e-02
4.165333	297.6574	8.23431484e-02
4.167584	297.4966	8.26855366e-02
4.169835	297.3360	8.30312997e-02
4.172086	297.1755	8.33804728e-02
4.174337	297.0153	8.37330918e-02
4.176588	296.8552	8.40891931e-02
4.178839	296.6953	8.44488136e-02
4.181091	296.5355	8.48119908e-02
4.183342	296.3760	8.51787627e-02
4.185593	296.2166	8.55491680e-02
4.187844	296.0573	8.59232461e-02
4.190095	295.8983	8.63010368e-02
4.192346	295.7394	8.66825805e-02
4.194597	295.5807	8.70679185e-02
4.196848	295.4221	8.74570926e-02
4.199100	295.2638	8.78501451e-02
4.201351	295.1056	8.82471192e-02
4.203602	294.9475	8.86480586e-02
4.205853	294.7897	8.90530079e-02
4.208104	294.6320	8.94620123e-02
4.210355	294.4744	8.98751175e-02
4.212606	294.3171	9.02923703e-02
4.214857	294.1599	9.07138180e-02
4.217109	294.0028	9.11395088e-02
4.219360	293.8460	9.15694914e-02
4.221611	293.6893	9.20038156e-02
4.223862	293.5328	9.24425318e-02
4.226113	293.3764	9.28856912e-02
4.228364	293.2202	9.33333460e-02
4.230615	293.0642	9.37855491e-02
4.232866	292.9084	9.42423543e-02
4.235118	292.7527	9.47038161e-02
4.237369	292.5971	9.51699901e-02
4.239620	292.4418	9.56409328e-02
4.241871	292.2866	9.61167015e-02
4.244122	292.1315	9.65973544e-02
4.246373	291.9767	9.70829508e-02
4.248624	291.8220	9.75735509e-02
4.250875	291.6674	9.80692159e-02
4.253127	291.5131	9.85700078e-02
4.255378	291.3588	9.90759900e-02
4.257629	291.2048	9.95872267e-02
4.259880	291.0509	1.00103783e-01
4.262131	290.8972	1.00625726e-01
4.264382	290.7436	1.01153122e-01
4.266633	290.5902	1.01686041e-01
4.268884	290.4370	1.02224552e-01
4.271136	290.2839	1.02768725e-01
4.273387	290.1310	1.03318634e-01
4.275638	289.9782	1.03874351e-01
4.277889	289.8256	1.04435951e-01
4.280140	289.6732	1.05003510e-01
4.282391	289.5209	1.05577105e-01
4.284642	289.3688	1.06156814e-01
4.286893	289.2169	1.06742717e-01
4.289145	289.0651	1.07334895e-01
4.291396	288.9134	1.07933430e-01
4.293647	288.7620	1.08538408e-01
4.295898	288.6107	1.09149911e-01
4.298149	288.4595	1.09768029e-01
4.300400	288.3085	1.10392848e-01
4.302651	288.1577	1.11024460e-01
4.304902	288.0070	1.11662954e-01
4.307154	287.8564	1.12308424e-01
4.309405	287.7061	1.12960965e-01
4.311656	287.5559	1.13620672e-01
4.313907	287.4058	1.14287645e-01
4.316158	287.2559	1.14961982e-01
4.318409	287.1062	1.15643785e-01
4.320660	286.9566	1.16333156e-01
4.322911	286.8072	1.17030202e-01
4.325163	286.6579	1.17735028e-01
4.327414	286.5088	1.18447745e-01
4.329665	286.3598	1.19168461e-01
4.331916	286.2110	1.19897291e-01
4.334167	286.0623	1.20634348e-01
4.336418	285.9138	1.21379750e-01
4.338669	285.7655	1.22133615e-01
4.340920	285.6173	1.22896064e-01
4.343172	285.4692	1.23667221e-01
4.345423	285.3214	1.24447211e-01
4.347674	285.1736	1.25236162e-01
4.349925	285.0261	1.26034204e-01
4.352176	284.8786	1.26841469e-01
4.354427	284.7313	1.27658092e-01
4.356678	284.5842	1.28484210e-01
4.358929	284.4373	1.29319964e-01
4.361181	284.2904	1.30165496e-01
4.363432	284.1438	1.31020951e-01
4.365683	283.9973	1.31886476e-01
4.367934	283.8509	1.32762223e-01
4.370185	283.7047	1.33648344e-01
4.372436	283.5586	1.34544997e-01
4.374687	283.4127	1.35452340e-01
4.376938	283.2669	1.36370535e-01
4.379190	283.1213	1.37299748e-01
4.381441	282.9759	1.38240146e-01
4.383692	282.8305	1.39191903e-01
4.385943	282.6854	1.40155192e-01
4.388194	282.5404	1.41130191e-01
4.390445	282.3955	1.42117083e-01
4.392696	282.2508	1.43116053e-01
4.394947	282.1062	1.44127288e-01
4.397199	281.9618	1.45150981e-01
4.399450	281.8175	1.46187329e-01
4.401701	281.6734	1.47236531e-01
4.403952	281.5294	1.48298791e-01
4.406203	281.3856	1.49374317e-01
4.408454	281.2419	1.50463319e-01
4.410705	281.0983	1.51566015e-01
4.412956	280.9549	1.52682624e-01
4.415208	280.8117	1.53813370e-01
4.417459	280.6686	1.54958483e-01
4.419710	280.5256	1.56118196e-01
4.421961	280.3828	1.57292747e-01
4.424212	280.2402	1.58482378e-01
4.426463	280.0976	1.59687338e-01
4.428714	279.9553	1.60907879e-01
4.430965	279.8130	1.62144258e-01
4.433217	279.6710	1.63396738e-01
4.435468	279.5290	1.64665587e-01
4.437719	279.3872	1.65951079e-01
4.439970	279.2456	1.67253493e-01
4.442221	279.1041	1.68573113e-01
4.444472	278.9627	1.69910229e-01
4.446723	278.8215	1.71265139e-01
4.448974	278.6804	1.72638144e-01
4.451226	278.5394	1.74029553e-01
4.453477	278.3987	1.75439681e-01
4.455728	278.2580	1.76868849e-01
4.457979	278.1175	1.78317384e-01
4.460230	277.9771	1.79785623e-01
4.462481	277.8369	1.81273906e-01
4.464732	277.6968	1.82782581e-01
4.466983	277.5569	1.84312005e-01
4.469235	277.4171	1.85862542e-01
4.471486	277.2774	1.87434561e-01
4.473737	277.1379	1.89028441e-01
4.475988	276.9985	1.90644569e-01
4.478239	276.8593	1.92283339e-01
4.480490	276.7201	1.93945154e-01
4.482741	276.5812	1.95630426e-01
4.484992	276.4424	1.97339573e-01
4.487244	276.3037	1.99073025e-01
4.489495	276.1651	2.00831219e-01
4.491746	276.0267	2.02614602e-01
4.493997	275.8885	2.04423631e-01
4.496248	275.7503	2.06258771e-01
4.498499	275.6123	2.08120498e-01
4.500750	275.4745	2.10009298e-01
4.503002	275.3368	2.11925668e-01
4.505253	275.1992	2.13870113e-01
4.507504	275.0618	2.15843152e-01
4.509755	274.9245	2.17845312e-01
4.512006	274.7873	2.19877134e-01
4.514257	274.6503	2.21939168e-01
4.516508	274.5134	2.24031977e-01
4.518759	274.3766	2.26156136e-01
4.521011	274.2400	2.28312232e-01
4.523262	274.1035	2.30500864e-01
4.525513	273.9672	2.32722644e-01
4.527764	273.8310	2.34978198e-01
4.530015	273.6949	2.37268164e-01
4.532266	273.5589	2.39593194e-01
4.534517	273.4231	2.41953954e-01
4.536768	273.2875	2.44351123e-01
4.539020	273.1519	2.46785395e-01
4.541271	273.0165	2.49257480e-01
4.543522	272.8813	2.51768101e-01
4.545773	272.7461	2.54317997e-01
4.548024	272.6111	2.56907923e-01
4.550275	272.4763	2.59538649e-01
4.552526	272.3415	2.62210962e-01
4.554777	272.2069	2.64925663e-01
4.557029	272.0725	2.67683573e-01
4.559280	271.9381	2.70485528e-01
4.561531	271.8039	2.73332381e-01
4.563782	271.6698	2.76225004e-01
4.566033	271.5359	2.79164285e-01
4.568284	271.4021	2.82151131e-01
4.570535	271.2684	2.85186469e-01
4.572786	271.1349	2.88271241e-01
4.575038	271.0015	2.91406410e-01
4.577289	270.8682	2.94592959e-01
4.579540	270.7351	2.97831888e-01
4.581791	270.6020	3.01124219e-01
4.584042	270.4691	3.04470992e-01
4.586293	270.3364	3.07873268e-01
4.588544	270.2038	3.11332128e-01
4.590795	270.0713	3.14848673e-01
4.593047	269.9389	3.18424025e-01
4.595298	269.8067	3.22059326e-01
4.597549	269.6746	3.25755740e-01
4.599800	269.5426	3.29514450e-01
4.602051	269.4107	3.33336662e-01
4.604302	269.2790	3.37223602e-01
4.606553	269.1474	3.41176516e-01
4.608804	269.0160	3.45196672e-01
4.611056	268.8846	3.49285359e-01
4.613307	268.7534	3.53443885e-01
4.615558	268.6223	3.57673581e-01
4.617809	268.4914	3.61975796e-01
4.620060	268.3606	3.66351899e-01
4.622311	268.2299	3.70803280e-01
4.624562	268.0993	3.75331348e-01
4.626813	267.9689	3.79937529e-01
4.629065	267.8385	3.84623269e-01
4.631316	267.7084	3.89390029e-01
4.633567	267.5783	3.94239290e-01
4.635818	267.4484	3.99172545e-01
4.638069	267.3186	4.04191305e-01
4.640320	267.1889	4.09297093e-01
4.642571	267.0593	4.14491445e-01
4.644822	266.9299	4.19775909e-01
4.647074	266.8006	4.25152041e-01
4.649325	266.6714	4.30621407e-01
4.651576	266.5423	4.36185578e-01
4.653827	266.4134	4.41846131e-01
4.656078	266.2846	4.47604644e-01
4.658329	266.1559	4.53462695e-01
4.660580	266.0274	4.59421861e-01
4.662831	265.8989	4.65483711e-01
4.665083	265.7706	4.71649810e-01
4.667334	265.6424	4.77921707e-01
4.669585	265.5144	4.84300940e-01
4.671836	265.3864	4.90789026e-01
4.674087	265.2586	4.97387461e-01
4.676338	265.1309	5.04097712e-01
4.678589	265.0034	5.10921217e-01
4.680840	264.8759	5.17859375e-01
4.683092	264.7486	5.24913546e-01
4.685343	264.6214	5.32085039e-01
4.687594	264.4943	5.39375114e-01
4.689845	264.3674	5.46784966e-01
4.692096	264.2405	5.54315727e-01
4.694347	264.1138	5.61968453e-01
4.696598	263.9872	5.69744118e-01
4.698849	263.8607	5.77643608e-01
4.701101	263.7344	5.85667708e-01
4.703352	263.6082	5.93817097e-01
4.705603	263.4821	6.02092335e-01
4.707854	263.3561	6.10493856e-01
4.710105	263.2302	6.19021956e-01
4.712356	263.1045	6.27676781e-01
4.714607	262.9788	6.36458316e-01
4.716858	262.8533	6.45366376e-01
4.719110	262.7279	6.54400589e-01
4.721361	262.6027	6.63560384e-01
4.723612	262.4775	6.72844979e-01
4.725863	262.3525	6.82253368e-01
4.728114	262.2276	6.91784303e-01
4.730365	262.1028	7.01436282e-01
4.732616	261.9781	7.11207536e-01
4.734867	261.8536	7.21096006e-01
4.737119	261.7291	7.31099339e-01
4.739370	261.6048	7.41214862e-01
4.741621	261.4806	7.51439571e-01
4.743872	261.3565	7.61770117e-01
4.746123	261.2326	7.72202786e-01
4.748374	261.1087	7.82733487e-01
4.750625	260.9850	7.93357736e-01
4.752876	260.8614	8.04070643e-01
4.755128	260.7379	8.14866893e-01
4.757379	260.6145	8.25740741e-01
4.759630	260.4913	8.36685994e-01
4.761881	260.3681	8.47695999e-01
4.764132	260.2451	8.58763641e-01
4.766383	260.1222	8.69881325e-01
4.768634	259.9994	8.81040979e-01
4.770885	259.8767	8.92234040e-01
4.773137	259.7541	9.03451462e-01
4.775388	259.6317	9.14683706e-01
4.777639	259.5093	9.25920752e-01
4.779890	259.3871	9.37152096e-01
4.782141	259.2650	9.48366765e-01
