material	wavelength_nm	qabs	cabs_nm2
Ag_visible	519.0	2.08121105e-01	2.61532694e+02
Ag_visible	519.5	2.06062001e-01	2.58945148e+02
Ag_visible	520.0	2.04031846e-01	2.56393980e+02
Ag_visible	520.5	2.02030124e-01	2.53878541e+02
Ag_visible	521.0	2.00056328e-01	2.51398196e+02
Ag_visible	521.5	1.98109962e-01	2.48952321e+02
Ag_visible	522.0	1.96190543e-01	2.46540307e+02
Ag_visible	522.5	1.94297595e-01	2.44161559e+02
Ag_visible	523.0	1.92430654e-01	2.41815492e+02
Ag_visible	523.5	1.90589266e-01	2.39501535e+02
Ag_visible	524.0	1.88772986e-01	2.37219130e+02
Ag_visible	524.5	1.86981378e-01	2.34967729e+02
Ag_visible	525.0	1.85214015e-01	2.32746796e+02
Ag_visible	525.5	1.83470481e-01	2.30555806e+02
Ag_visible	526.0	1.81750366e-01	2.28394246e+02
Ag_visible	526.5	1.80053270e-01	2.26261612e+02
Ag_visible	527.0	1.78378800e-01	2.24157411e+02
Ag_visible	527.5	1.76726573e-01	2.22081162e+02
Ag_visible	528.0	1.75096212e-01	2.20032390e+02
Ag_visible	528.5	1.73487349e-01	2.18010633e+02
Ag_visible	529.0	1.71899623e-01	2.16015437e+02
Ag_visible	529.5	1.70332680e-01	2.14046358e+02
Ag_visible	530.0	1.68786173e-01	2.12102960e+02
Ag_visible	530.5	1.67259763e-01	2.10184816e+02
Ag_visible	531.0	1.65753117e-01	2.08291509e+02
Ag_visible	531.5	1.64265908e-01	2.06422628e+02
Ag_visible	532.0	1.62797819e-01	2.04577772e+02
Ag_visible	532.5	1.61348534e-01	2.02756548e+02
Ag_visible	533.0	1.59917747e-01	2.00958568e+02
Ag_visible	533.5	1.58505158e-01	1.99183456e+02
Ag_visible	534.0	1.57110470e-01	1.97430839e+02
Ag_visible	534.5	1.55733395e-01	1.95700356e+02
Ag_visible	535.0	1.54373649e-01	1.93991648e+02
Ag_visible	535.5	1.53030953e-01	1.92304368e+02
Ag_visible	536.0	1.51705036e-01	1.90638171e+02
Ag_visible	536.5	1.50395630e-01	1.88992722e+02
Ag_visible	537.0	1.49102472e-01	1.87367692e+02
Ag_visible	537.5	1.47825304e-01	1.85762756e+02
Ag_visible	538.0	1.46563876e-01	1.84177599e+02
Ag_visible	538.5	1.45317939e-01	1.82611908e+02
Ag_visible	539.0	1.44087251e-01	1.81065379e+02
Ag_visible	539.5	1.42871572e-01	1.79537713e+02
Ag_visible	540.0	1.41670670e-01	1.78028615e+02
Ag_visible	540.5	1.40484316e-01	1.76537797e+02
Ag_visible	541.0	1.39312283e-01	1.75064978e+02
Ag_visible	541.5	1.38154352e-01	1.73609879e+02
Ag_visible	542.0	1.37010306e-01	1.72172228e+02
Ag_visible	542.5	1.35879931e-01	1.70751758e+02
Ag_visible	543.0	1.34763021e-01	1.69348206e+02
Ag_visible	543.5	1.33659368e-01	1.67961316e+02
Ag_visible	544.0	1.32568773e-01	1.66590834e+02
Ag_visible	544.5	1.31491039e-01	1.65236512e+02
Ag_visible	545.0	1.30425970e-01	1.63898108e+02
Ag_visible	545.5	1.29373378e-01	1.62575381e+02
Ag_visible	546.0	1.28333074e-01	1.61268098e+02
Ag_visible	546.5	1.27304877e-01	1.59976027e+02
Ag_visible	547.0	1.26288606e-01	1.58698942e+02
Ag_visible	547.5	1.25284083e-01	1.57436622e+02
Ag_visible	548.0	1.24291136e-01	1.56188848e+02
Ag_visible	548.5	1.23309593e-01	1.54955405e+02
Ag_visible	549.0	1.22339288e-01	1.53736083e+02
Ag_visible	549.5	1.21380055e-01	1.52530676e+02
Ag_visible	550.0	1.20431734e-01	1.51338980e+02
Ag_visible	550.5	1.19494165e-01	1.50160796e+02
Ag_visible	551.0	1.18567192e-01	1.48995927e+02
Ag_visible	551.5	1.17650662e-01	1.47844182e+02
Ag_visible	552.0	1.16744425e-01	1.46705371e+02
Ag_visible	552.5	1.15848332e-01	1.45579307e+02
Ag_visible	553.0	1.14962239e-01	1.44465810e+02
Ag_visible	553.5	1.14086002e-01	1.43364698e+02
Ag_visible	554.0	1.13219481e-01	1.42275796e+02
Ag_visible	554.5	1.12362539e-01	1.41198931e+02
Ag_visible	555.0	1.11515039e-01	1.40133931e+02
Ag_visible	555.5	1.10676849e-01	1.39080631e+02
Ag_visible	556.0	1.09847838e-01	1.38038864e+02
Ag_visible	556.5	1.09027876e-01	1.37008470e+02
Ag_visible	557.0	1.08216837e-01	1.35989288e+02
Ag_visible	557.5	1.07414598e-01	1.34981164e+02
Ag_visible	558.0	1.06621035e-01	1.33983944e+02
Ag_visible	558.5	1.05836028e-01	1.32997475e+02
Ag_visible	559.0	1.05059460e-01	1.32021611e+02
Ag_visible	559.5	1.04291213e-01	1.31056204e+02
Ag_visible	560.0	1.03531174e-01	1.30101111e+02
Ag_visible	560.5	1.02779231e-01	1.29156191e+02
Ag_visible	561.0	1.02035272e-01	1.28221304e+02
Ag_visible	561.5	1.01299189e-01	1.27296316e+02
Ag_visible	562.0	1.00570876e-01	1.26381090e+02
Ag_visible	562.5	9.98502265e-02	1.25475495e+02
Ag_visible	563.0	9.91371378e-02	1.24579401e+02
Ag_visible	563.5	9.84315079e-02	1.23692681e+02
Ag_visible	564.0	9.77332370e-02	1.22815208e+02
Ag_visible	564.5	9.70422265e-02	1.21946858e+02
Ag_visible	565.0	9.63583796e-02	1.21087511e+02
Ag_visible	565.5	9.56816010e-02	1.20237046e+02
Ag_visible	566.0	9.50117970e-02	1.19395345e+02
Ag_visible	566.5	9.43488754e-02	1.18562294e+02
Ag_visible	567.0	9.36927454e-02	1.17737776e+02
Ag_visible	567.5	9.30433178e-02	1.16921681e+02
Ag_visible	568.0	9.24005046e-02	1.16113899e+02
Ag_visible	568.5	9.17642195e-02	1.15314319e+02
Ag_visible	569.0	9.11343772e-02	1.14522836e+02
Ag_visible	569.5	9.05108941e-02	1.13739344e+02
Ag_visible	570.0	8.98936876e-02	1.12963739e+02
Ag_visible	570.5	8.92826768e-02	1.12195921e+02
Ag_visible	571.0	8.86777816e-02	1.11435787e+02
Ag_visible	571.5	8.80789235e-02	1.10683240e+02
Ag_visible	572.0	8.74860251e-02	1.09938182e+02
Ag_visible	572.5	8.68990102e-02	1.09200517e+02
Ag_visible	573.0	8.63178038e-02	1.08470151e+02
Ag_visible	573.5	8.57423321e-02	1.07746992e+02
Ag_visible	574.0	8.51725223e-02	1.07030948e+02
Ag_visible	574.5	8.46083029e-02	1.06321929e+02
Ag_visible	575.0	8.40496033e-02	1.05619847e+02
Ag_visible	575.5	8.34963542e-02	1.04924613e+02
Ag_visible	576.0	8.29484872e-02	1.04236143e+02
Ag_visible	576.5	8.24059351e-02	1.03554352e+02
Ag_visible	577.0	8.18686314e-02	1.02879156e+02
Ag_visible	577.5	8.13365110e-02	1.02210474e+02
Ag_visible	578.0	8.08095095e-02	1.01548225e+02
Ag_visible	578.5	8.02875636e-02	1.00892328e+02
Ag_visible	579.0	7.97706109e-02	1.00242706e+02
Ag_visible	579.5	7.92585900e-02	9.95992816e+01
Ag_visible	580.0	7.87514404e-02	9.89619786e+01
Ag_visible	580.5	7.82491023e-02	9.83307220e+01
Ag_visible	581.0	7.77515172e-02	9.77054381e+01
Ag_visible	581.5	7.72586271e-02	9.70860541e+01
Ag_visible	582.0	7.67703750e-02	9.64724984e+01
Ag_visible	582.5	7.62867047e-02	9.58647004e+01
Ag_visible	583.0	7.58075609e-02	9.52625905e+01
Ag_visible	583.5	7.53328890e-02	9.46661003e+01
Ag_visible	584.0	7.48626354e-02	9.40751622e+01
Ag_visible	584.5	7.43967470e-02	9.34897096e+01
Ag_visible	585.0	7.39351717e-02	9.29096770e+01
Ag_visible	585.5	7.34778581e-02	9.23349997e+01
Ag_visible	586.0	7.30247555e-02	9.17656141e+01
Ag_visible	586.5	7.25758139e-02	9.12014575e+01
Ag_visible	587.0	7.21309841e-02	9.06424678e+01
Ag_visible	587.5	7.16902175e-02	9.00885843e+01
Ag_visible	588.0	7.12534665e-02	8.95397467e+01
Ag_visible	588.5	7.08206837e-02	8.89958959e+01
Ag_visible	589.0	7.03918228e-02	8.84569734e+01
Ag_visible	589.5	6.99668380e-02	8.79229217e+01
Ag_visible	590.0	6.95456840e-02	8.73936840e+01
Ag_visible	590.5	6.91283165e-02	8.68692045e+01
Ag_visible	591.0	6.87146914e-02	8.63494278e+01
Ag_visible	591.5	6.83047655e-02	8.58342997e+01
Ag_visible	592.0	6.78984961e-02	8.53237666e+01
Ag_visible	592.5	6.74958412e-02	8.48177756e+01
Ag_visible	593.0	6.70967594e-02	8.43162745e+01
Ag_visible	593.5	6.67012096e-02	8.38192121e+01
Ag_visible	594.0	6.63091516e-02	8.33265375e+01
Ag_visible	594.5	6.59205457e-02	8.28382008e+01
Ag_visible	595.0	6.55353525e-02	8.23541527e+01
Ag_visible	595.5	6.51535334e-02	8.18743447e+01
Ag_visible	596.0	6.47750503e-02	8.13987288e+01
Ag_visible	596.5	6.43998655e-02	8.09272577e+01
Ag_visible	597.0	6.40279419e-02	8.04598848e+01
Ag_visible	597.5	6.36592430e-02	7.99965641e+01
Ag_visible	598.0	6.32937327e-02	7.95372502e+01
Ag_visible	598.5	6.29313752e-02	7.90818984e+01
Ag_visible	599.0	6.25721356e-02	7.86304646e+01
Ag_visible	599.5	6.22159791e-02	7.81829052e+01
Ag_visible	600.0	6.18628716e-02	7.77391772e+01
