# # polarizability field in atomic units, damped with signal_damped = signal * exp(-t/tau) where tau = 200

Timestamps (au),X Values,Y Values,Z Values
13.8,-0.0002808573310364056,2.213826419631567e-16,1.5178959191808083e-08
13.9,-0.00029542308243255395,1.9756343203314036e-16,1.6713437427310304e-08
14.0,-0.00030974868988251775,2.043510066846725e-16,1.8597982466281125e-08
14.1,-0.0003212232289554557,2.0651031837319144e-16,2.1001628311096556e-08
14.2,-0.00032992124072213363,1.8093396200114178e-16,2.379658174206302e-08
14.3,-0.00033826685676759235,1.767427443154135e-16,2.686578378006092e-08
14.4,-0.00034440029675654823,1.877334596079257e-16,3.037408307698289e-08
14.5,-0.0003471227647227629,1.6866726068870637e-16,3.427736073954699e-08
14.6,-0.00034908690490952744,1.5293817047405165e-16,3.837169308357491e-08
14.7,-0.00034963936570441353,1.6588626421189788e-16,4.275741934436118e-08
14.8,-0.00034660639811653134,1.5911057842478897e-16,4.748443767924951e-08
14.9,-0.00034220253032826557,1.3637317321201228e-16,5.232074108103964e-08
15.0,-0.0003371399716977441,1.4387176211987592e-16,5.726157675057142e-08
15.1,-0.0003288179890454704,1.5029187392475417e-16,6.242632558377629e-08
15.2,-0.00031846457090813036,1.2829889257090931e-16,6.762008879605688e-08
15.3,-0.00030798136080909433,1.2562571813275126e-16,7.272674040250318e-08
15.4,-0.0002950001457577801,1.4110687627974293e-16,7.788649599363048e-08
15.5,-0.00027946847566743193,1.2783043834144067e-16,8.2991276011744e-08
15.6,-0.0002640105582822272,1.150953103351575e-16,8.784331015054878e-08
15.7,-0.0002470959381390461,1.322654796968268e-16,9.254976636291636e-08
15.8,-0.00022742437032966697,1.3250436354587367e-16,9.710874136285068e-08
15.9,-0.00020770182825505742,1.1450160201508774e-16,1.0129575717390463e-07
16.0,-0.00018763461518677164,1.2580298348036135e-16,1.0514529632287667e-07
16.1,-0.00016502384169809955,1.3928597564249913e-16,1.0874721941533824e-07
16.2,-0.00014200227255120306,1.237178055645111e-16,1.1191184896481033e-07
16.3,-0.00011960560437113525,1.2493712663270395e-16,1.1458877023947663e-07
16.4,-9.531268037237878e-05,1.4672200256182777e-16,1.1691947041206501e-07
16.5,-7.017658936932918e-05,1.4101284430218126e-16,1.187975756711526e-07
16.6,-4.632532619131815e-05,1.327526995857969e-16,1.201057639416104e-07
16.7,-2.1573154516902943e-05,1.5499352661071645e-16,1.2098702692582185e-07
16.8,4.339487819626158e-06,1.6296642811915658e-16,1.214397731592807e-07
16.9,2.870007168097834e-05,1.5037483335903852e-16,1.2132017169961093e-07
