diameter_nm	wavelength_nm	qabs	cabs_nm2
35.0	566.5	1.07568553e-01	1.03493076e+02
35.0	567.0	1.06839471e-01	1.02791617e+02
35.0	567.5	1.06117708e-01	1.02097200e+02
35.0	568.0	1.05403168e-01	1.01409732e+02
35.0	568.5	1.04695754e-01	1.00729120e+02
35.0	569.0	1.03995373e-01	1.00055274e+02
35.0	569.5	1.03301933e-01	9.93881067e+01
35.0	570.0	1.02615343e-01	9.87275300e+01
35.0	570.5	1.01935515e-01	9.80734582e+01
35.0	571.0	1.01262359e-01	9.74258070e+01
35.0	571.5	1.00595791e-01	9.67844931e+01
35.0	572.0	9.99357247e-02	9.61494350e+01
35.0	572.5	9.92820769e-02	9.55205521e+01
35.0	573.0	9.86347653e-02	9.48977653e+01
35.0	573.5	9.79937088e-02	9.42809967e+01
35.0	574.0	9.73588279e-02	9.36701697e+01
35.0	574.5	9.67300440e-02	9.30652087e+01
35.0	575.0	9.61072801e-02	9.24660395e+01
35.0	575.5	9.54904600e-02	9.18725891e+01
35.0	576.0	9.48795090e-02	9.12847853e+01
35.0	576.5	9.42743535e-02	9.07025575e+01
35.0	577.0	9.36749209e-02	9.01258358e+01
35.0	577.5	9.30811400e-02	8.95545516e+01
35.0	578.0	9.24929404e-02	8.89886372e+01
35.0	578.5	9.19102529e-02	8.84280262e+01
35.0	579.0	9.13330095e-02	8.78726530e+01
35.0	579.5	9.07611431e-02	8.73224530e+01
35.0	580.0	9.01945875e-02	8.67773626e+01
35.0	580.5	8.96332778e-02	8.62373194e+01
35.0	581.0	8.90771499e-02	8.57022617e+01
35.0	581.5	8.85261407e-02	8.51721287e+01
35.0	582.0	8.79801880e-02	8.46468606e+01
35.0	582.5	8.74392307e-02	8.41263987e+01
35.0	583.0	8.69032084e-02	8.36106848e+01
35.0	583.5	8.63720617e-02	8.30996619e+01
35.0	584.0	8.58457323e-02	8.25932736e+01
35.0	584.5	8.53241623e-02	8.20914645e+01
35.0	585.0	8.48072951e-02	8.15941799e+01
35.0	585.5	8.42950747e-02	8.11013661e+01
35.0	586.0	8.37874460e-02	8.06129701e+01
35.0	586.5	8.32843546e-02	8.01289395e+01
35.0	587.0	8.27857471e-02	7.96492228e+01
35.0	587.5	8.22915708e-02	7.91737695e+01
35.0	588.0	8.18017736e-02	7.87025294e+01
35.0	588.5	8.13163044e-02	7.82354532e+01
35.0	589.0	8.08351127e-02	7.77724926e+01
35.0	589.5	8.03581488e-02	7.73135995e+01
35.0	590.0	7.98853636e-02	7.68587269e+01
35.0	590.5	7.94167089e-02	7.64078282e+01
35.0	591.0	7.89521370e-02	7.59608576e+01
35.0	591.5	7.84916009e-02	7.55177701e+01
35.0	592.0	7.80350545e-02	7.50785209e+01
35.0	592.5	7.75824521e-02	7.46430664e+01
35.0	593.0	7.71337487e-02	7.42113631e+01
35.0	593.5	7.66889000e-02	7.37833685e+01
35.0	594.0	7.62478623e-02	7.33590405e+01
35.0	594.5	7.58105925e-02	7.29383376e+01
35.0	595.0	7.53770481e-02	7.25212190e+01
35.0	595.5	7.49471872e-02	7.21076443e+01
35.0	596.0	7.45209684e-02	7.16975739e+01
35.0	596.5	7.40983512e-02	7.12909685e+01
35.0	597.0	7.36792952e-02	7.08877894e+01
35.0	597.5	7.32637610e-02	7.04879985e+01
35.0	598.0	7.28517093e-02	7.00915584e+01
35.0	598.5	7.24431017e-02	6.96984318e+01
35.0	599.0	7.20379001e-02	6.93085822e+01
35.0	599.5	7.16360672e-02	6.89219736e+01
35.0	600.0	7.12375659e-02	6.85385704e+01
40.0	300.0	7.18744393e-01	9.03200842e+02
40.0	300.5	7.10778231e-01	8.93190267e+02
40.0	301.0	7.03142236e-01	8.83594593e+02
40.0	301.5	6.95824538e-01	8.74398903e+02
40.0	302.0	6.88813806e-01	8.65588957e+02
40.0	302.5	6.82099220e-01	8.57151159e+02
40.0	303.0	6.75670459e-01	8.49072540e+02
40.0	303.5	6.69517674e-01	8.41340722e+02
40.0	304.0	6.63631472e-01	8.33943903e+02
40.0	304.5	6.58002896e-01	8.26870825e+02
40.0	305.0	6.52623405e-01	8.20110757e+02
40.0	305.5	6.47484857e-01	8.13653468e+02
40.0	306.0	6.42579491e-01	8.07489204e+02
40.0	306.5	6.37899913e-01	8.01608672e+02
40.0	307.0	6.33439073e-01	7.96003015e+02
40.0	307.5	6.29190258e-01	7.90663797e+02
40.0	308.0	6.25147072e-01	7.85582979e+02
40.0	308.5	6.21303421e-01	7.80752905e+02
40.0	309.0	6.17653503e-01	7.76166284e+02
40.0	309.5	6.14191795e-01	7.71816173e+02
40.0	310.0	6.10913037e-01	7.67695963e+02
40.0	310.5	6.07812222e-01	7.63799365e+02
40.0	311.0	6.04884588e-01	7.60120392e+02
40.0	311.5	6.02125604e-01	7.56653349e+02
40.0	312.0	5.99530958e-01	7.53392821e+02
40.0	312.5	5.97096554e-01	7.50333659e+02
40.0	313.0	5.94818497e-01	7.47470969e+02
40.0	313.5	5.92693088e-01	7.44800100e+02
40.0	314.0	5.90716812e-01	7.42316638e+02
40.0	314.5	5.88886335e-01	7.40016393e+02
40.0	315.0	5.87198493e-01	7.37895388e+02
40.0	315.5	5.85650287e-01	7.35949856e+02
40.0	316.0	5.84238877e-01	7.34176225e+02
40.0	316.5	5.82961572e-01	7.32571116e+02
40.0	317.0	5.81815828e-01	7.31131333e+02
40.0	317.5	5.80799243e-01	7.29853855e+02
40.0	318.0	5.79909549e-01	7.28735831e+02
40.0	318.5	5.79144605e-01	7.27774575e+02
40.0	319.0	5.78502401e-01	7.26967557e+02
40.0	319.5	5.77981043e-01	7.26312399e+02
40.0	320.0	5.77578757e-01	7.25806872e+02
40.0	320.5	5.77293881e-01	7.25448886e+02
40.0	321.0	5.77124862e-01	7.25236490e+02
40.0	321.5	5.77070253e-01	7.25167867e+02
40.0	322.0	5.77128710e-01	7.25241327e+02
40.0	322.5	5.77298989e-01	7.25455305e+02
40.0	323.0	5.77579941e-01	7.25808360e+02
40.0	323.5	5.77970513e-01	7.26299167e+02
40.0	324.0	5.78469742e-01	7.26926517e+02
40.0	324.5	5.79076755e-01	7.27689312e+02
40.0	325.0	5.79790767e-01	7.28586566e+02
40.0	325.5	5.80611077e-01	7.29617397e+02
40.0	326.0	5.81537066e-01	7.30781030e+02
40.0	326.5	5.82568200e-01	7.32076792e+02
40.0	327.0	5.83704023e-01	7.33504108e+02
40.0	327.5	5.84944156e-01	7.35062506e+02
40.0	328.0	5.86288301e-01	7.36751608e+02
40.0	328.5	5.87736234e-01	7.38571133e+02
40.0	329.0	5.89287805e-01	7.40520895e+02
40.0	329.5	5.90942940e-01	7.42600800e+02
40.0	330.0	5.92701639e-01	7.44810845e+02
40.0	330.5	5.94563972e-01	7.47151123e+02
40.0	331.0	5.96530085e-01	7.49621813e+02
40.0	331.5	5.98600192e-01	7.52223186e+02
40.0	332.0	6.00774580e-01	7.54955602e+02
40.0	332.5	6.03053607e-01	7.57819513e+02
40.0	333.0	6.05437703e-01	7.60815456e+02
40.0	333.5	6.07927367e-01	7.63944060e+02
40.0	334.0	6.10523170e-01	7.67206042e+02
40.0	334.5	6.13225754e-01	7.70602210e+02
40.0	335.0	6.16035834e-01	7.74133460e+02
40.0	335.5	6.18954194e-01	7.77800780e+02
40.0	336.0	6.21981693e-01	7.81605247e+02
40.0	336.5	6.25119262e-01	7.85548032e+02
40.0	337.0	6.28367904e-01	7.89630397e+02
40.0	337.5	6.31728700e-01	7.93853698e+02
40.0	338.0	6.35202804e-01	7.98219385e+02
40.0	338.5	6.38791447e-01	8.02729007e+02
40.0	339.0	6.42495937e-01	8.07384206e+02
40.0	339.5	6.46317662e-01	8.12186728e+02
40.0	340.0	6.50258090e-01	8.17138415e+02
40.0	340.5	6.54318769e-01	8.22241216e+02
40.0	341.0	6.58501334e-01	8.27497181e+02
40.0	341.5	6.62807501e-01	8.32908470e+02
40.0	342.0	6.67239075e-01	8.38477350e+02
40.0	342.5	6.71797950e-01	8.44206202e+02
40.0	343.0	6.76486111e-01	8.50097519e+02
40.0	343.5	6.81305636e-01	8.56153913e+02
40.0	344.0	6.86258699e-01	8.62378115e+02
40.0	344.5	6.91347573e-01	8.68772982e+02
40.0	345.0	6.96574630e-01	8.75341496e+02
40.0	345.5	7.01942348e-01	8.82086769e+02
40.0	346.0	7.07453311e-01	8.89012050e+02
40.0	346.5	7.13110215e-01	8.96120725e+02
40.0	347.0	7.18915867e-01	9.03416322e+02
40.0	347.5	7.24873193e-01	9.10902519e+02
40.0	348.0	7.30985240e-01	9.18583144e+02
40.0	348.5	7.37255180e-01	9.26462182e+02
40.0	349.0	7.43686313e-01	9.34543783e+02
40.0	349.5	7.50282075e-01	9.42832262e+02
40.0	350.0	7.57046038e-01	9.51332109e+02
40.0	350.5	7.63981919e-01	9.60047994e+02
40.0	351.0	7.71093583e-01	9.68984774e+02
40.0	351.5	7.78385047e-01	9.78147498e+02
40.0	352.0	7.85860489e-01	9.87541415e+02
40.0	352.5	7.93524251e-01	9.97171983e+02
40.0	353.0	8.01380848e-01	1.00704487e+03
40.0	353.5	8.09434971e-01	1.01716598e+03
40.0	354.0	8.17691497e-01	1.02754144e+03
40.0	354.5	8.26155492e-01	1.03817761e+03
40.0	355.0	8.34832222e-01	1.04908111e+03
40.0	355.5	8.43727161e-01	1.06025882e+03
40.0	356.0	8.52845994e-01	1.07171788e+03
40.0	356.5	8.62194630e-01	1.08346573e+03
40.0	357.0	8.71779208e-01	1.09551006e+03
40.0	357.5	8.81606105e-01	1.10785891e+03
40.0	358.0	8.91681949e-01	1.12052058e+03
40.0	358.5	9.02013623e-01	1.13350375e+03
40.0	359.0	9.12608275e-01	1.14681738e+03
40.0	359.5	9.23473333e-01	1.16047082e+03
40.0	360.0	9.34616507e-01	1.17447374e+03
40.0	360.5	9.46045802e-01	1.18883622e+03
40.0	361.0	9.57769529e-01	1.20356869e+03
40.0	361.5	9.69796310e-01	1.21868199e+03
40.0	362.0	9.82135093e-01	1.23418736e+03
40.0	362.5	9.94795154e-01	1.25009646e+03
40.0	363.0	1.00778611e+00	1.26642137e+03
40.0	363.5	1.02111792e+00	1.28317462e+03
40.0	364.0	1.03480091e+00	1.30036917e+03
40.0	364.5	1.04884574e+00	1.31801842e+03
40.0	365.0	1.06326345e+00	1.33613625e+03
40.0	365.5	1.07806543e+00	1.35473698e+03
40.0	366.0	1.09326345e+00	1.37383537e+03
40.0	366.5	1.10886961e+00	1.39344665e+03
40.0	367.0	1.12489639e+00	1.41358649e+03
40.0	367.5	1.14135658e+00	1.43427098e+03
40.0	368.0	1.15826331e+00	1.45551661e+03
40.0	368.5	1.17563001e+00	1.47734024e+03
40.0	369.0	1.19347037e+00	1.49975910e+03
40.0	369.5	1.21179833e+00	1.52279070e+03
40.0	370.0	1.23062802e+00	1.54645278e+03
40.0	370.5	1.24997370e+00	1.57076328e+03
40.0	371.0	1.26984972e+00	1.59574022e+03
40.0	371.5	1.29027041e+00	1.62140161e+03
40.0	372.0	1.31125002e+00	1.64776537e+03
40.0	372.5	1.33280260e+00	1.67484914e+03
40.0	373.0	1.35494188e+00	1.70267018e+03
40.0	373.5	1.37768114e+00	1.73124518e+03
40.0	374.0	1.40103305e+00	1.76059006e+03
40.0	374.5	1.42500950e+00	1.79071975e+03
40.0	375.0	1.44962140e+00	1.82164797e+03
40.0	375.5	1.47487849e+00	1.85338698e+03
40.0	376.0	1.50078914e+00	1.88594725e+03
40.0	376.5	1.52736007e+00	1.91933727e+03
40.0	377.0	1.55459618e+00	1.95356318e+03
40.0	377.5	1.58250031e+00	1.98862854e+03
40.0	378.0	1.61107302e+00	2.02453406e+03
40.0	378.5	1.64031245e+00	2.06127742e+03
40.0	379.0	1.67021421e+00	2.09885308e+03
40.0	379.5	1.70077131e+00	2.13725226e+03
40.0	380.0	1.73197421e+00	2.17646298e+03
40.0	380.5	1.76381099e+00	2.21647026e+03
40.0	381.0	1.79626765e+00	2.25725650e+03
40.0	381.5	1.82932855e+00	2.29880205e+03
40.0	382.0	1.86297703e+00	2.34108598e+03
40.0	382.5	1.89719619e+00	2.38408705e+03
40.0	383.0	1.93196989e+00	2.42778496e+03
40.0	383.5	1.96728379e+00	2.47216172e+03
40.0	384.0	2.00312664e+00	2.51720317e+03
40.0	384.5	2.03949153e+00	2.56290064e+03
40.0	385.0	2.07637719e+00	2.60925253e+03
40.0	385.5	2.11378926e+00	2.65626593e+03
40.0	386.0	2.15174139e+00	2.70395797e+03
40.0	386.5	2.19025611e+00	2.75235700e+03
40.0	387.0	2.22936552e+00	2.80150334e+03
40.0	387.5	2.26911160e+00	2.85144974e+03
40.0	388.0	2.30954620e+00	2.90226136e+03
40.0	388.5	2.35073070e+00	2.95401532e+03
40.0	389.0	2.39273534e+00	3.00679990e+03
40.0	389.5	2.43563829e+00	3.06071335e+03
40.0	390.0	2.47952455e+00	3.11586244e+03
40.0	390.5	2.52448460e+00	3.17236091e+03
40.0	391.0	2.57061310e+00	3.23032770e+03
40.0	391.5	2.61800756e+00	3.28988532e+03
40.0	392.0	2.66676701e+00	3.35115826e+03
40.0	392.5	2.71699092e+00	3.41427149e+03
40.0	393.0	2.76877813e+00	3.47934922e+03
40.0	393.5	2.82222604e+00	3.54651383e+03
40.0	394.0	2.87742990e+00	3.61588506e+03
40.0	394.5	2.93448237e+00	3.68757931e+03
40.0	395.0	2.99347307e+00	3.76170921e+03
40.0	395.5	3.05448839e+00	3.83838331e+03
40.0	396.0	3.11761128e+00	3.91770588e+03
40.0	396.5	3.18292123e+00	3.99977678e+03
40.0	397.0	3.25049416e+00	4.08469143e+03
40.0	397.5	3.32040239e+00	4.17254070e+03
40.0	398.0	3.39271459e+00	4.26341090e+03
40.0	398.5	3.46749570e+00	4.35738360e+03
40.0	399.0	3.54480674e+00	4.45453553e+03
40.0	399.5	3.62470468e+00	4.55493823e+03
40.0	400.0	3.70724204e+00	4.65865775e+03
40.0	400.5	3.79246663e+00	4.76575412e+03
40.0	401.0	3.88042096e+00	4.87628079e+03
40.0	401.5	3.97114173e+00	4.99028387e+03
40.0	402.0	4.06465907e+00	5.10780122e+03
40.0	402.5	4.16099574e+00	5.22886146e+03
40.0	403.0	4.26016620e+00	5.35348273e+03
40.0	403.5	4.36217550e+00	5.48167140e+03
40.0	404.0	4.46701810e+00	5.61342050e+03
40.0	404.5	4.57467654e+00	5.74870808e+03
40.0	405.0	4.68511998e+00	5.88749540e+03
40.0	405.5	4.79830260e+00	6.02972488e+03
40.0	406.0	4.91416193e+00	6.17531801e+03
40.0	406.5	5.03261704e+00	6.32417309e+03
40.0	407.0	5.15356662e+00	6.47616281e+03
40.0	407.5	5.27688701e+00	6.63113178e+03
40.0	408.0	5.40243019e+00	6.78889400e+03
40.0	408.5	5.53002173e+00	6.94923026e+03
40.0	409.0	5.65945874e+00	7.11188560e+03
40.0	409.5	5.79050792e+00	7.27656686e+03
40.0	410.0	5.92290369e+00	7.44294029e+03
40.0	410.5	6.05634650e+00	7.61062947e+03
40.0	411.0	6.19050138e+00	7.77921346e+03
40.0	411.5	6.32499683e+00	7.94822543e+03
40.0	412.0	6.45942407e+00	8.11715168e+03
40.0	412.5	6.59333680e+00	8.28543139e+03
40.0	413.0	6.72625155e+00	8.45245698e+03
40.0	413.5	6.85764864e+00	8.61757543e+03
40.0	414.0	6.98697398e+00	8.78009045e+03
40.0	414.5	7.11364165e+00	8.93926574e+03
40.0	415.0	7.23703737e+00	9.09432938e+03
40.0	415.5	7.35652294e+00	9.24447937e+03
40.0	416.0	7.47144163e+00	9.38889045e+03
40.0	416.5	7.58112457e+00	9.52672210e+03
40.0	417.0	7.68489798e+00	9.65712762e+03
40.0	417.5	7.78209134e+00	9.77926439e+03
40.0	418.0	7.87204615e+00	9.89230494e+03
40.0	418.5	7.95412537e+00	9.99544874e+03
40.0	419.0	8.02772313e+00	1.00879344e+04
40.0	419.5	8.09227452e+00	1.01690521e+04
40.0	420.0	8.14726532e+00	1.02381555e+04
40.0	420.5	8.19224120e+00	1.02946739e+04
40.0	421.0	8.22681623e+00	1.03381222e+04
40.0	421.5	8.25068034e+00	1.03681107e+04
40.0	422.0	8.26360549e+00	1.03843529e+04
40.0	422.5	8.26545043e+00	1.03866713e+04
40.0	423.0	8.25616363e+00	1.03750012e+04
40.0	423.5	8.23578456e+00	1.03493921e+04
40.0	424.0	8.20444303e+00	1.03100072e+04
40.0	424.5	8.16235670e+00	1.02571199e+04
40.0	425.0	8.10982696e+00	1.01911091e+04
40.0	425.5	8.04723309e+00	1.01124513e+04
40.0	426.0	7.97502515e+00	1.00217122e+04
40.0	426.5	7.89371564e+00	9.91953563e+03
40.0	427.0	7.80387042e+00	9.80663280e+03
40.0	427.5	7.70609898e+00	9.68376958e+03
40.0	428.0	7.60104447e+00	9.55175419e+03
40.0	428.5	7.48937379e+00	9.41142467e+03
40.0	429.0	7.37176787e+00	9.26363672e+03
40.0	429.5	7.24891253e+00	9.10925213e+03
40.0	430.0	7.12148989e+00	8.94912813e+03
40.0	430.5	6.99017079e+00	8.78410768e+03
40.0	431.0	6.85560791e+00	8.61501098e+03
40.0	431.5	6.71843002e+00	8.44262816e+03
40.0	432.0	6.57923716e+00	8.26771326e+03
40.0	432.5	6.43859684e+00	8.09097941e+03
40.0	433.0	6.29704110e+00	7.91309523e+03
40.0	433.5	6.15506458e+00	7.73468227e+03
40.0	434.0	6.01312329e+00	7.55631358e+03
40.0	434.5	5.87163413e+00	7.37851306e+03
40.0	435.0	5.73097505e+00	7.20175564e+03
40.0	435.5	5.59148573e+00	7.02646819e+03
40.0	436.0	5.45346870e+00	6.85303088e+03
40.0	436.5	5.31719081e+00	6.68177903e+03
40.0	437.0	5.18288496e+00	6.51300533e+03
40.0	437.5	5.05075206e+00	6.34696223e+03
40.0	438.0	4.92096307e+00	6.18386458e+03
40.0	438.5	4.79366118e+00	6.02389230e+03
40.0	439.0	4.66896395e+00	5.86719314e+03
40.0	439.5	4.54696550e+00	5.71388537e+03
40.0	440.0	4.42773861e+00	5.56406044e+03
40.0	440.5	4.31133678e+00	5.41778558e+03
40.0	441.0	4.19779618e+00	5.27510626e+03
40.0	441.5	4.08713752e+00	5.13604848e+03
40.0	442.0	3.97936778e+00	5.00062104e+03
40.0	442.5	3.87448188e+00	4.86881752e+03
40.0	443.0	3.77246412e+00	4.74061823e+03
40.0	443.5	3.67328966e+00	4.61599192e+03
40.0	444.0	3.57692569e+00	4.49489739e+03
40.0	444.5	3.48333270e+00	4.37728496e+03
40.0	445.0	3.39246543e+00	4.26309779e+03
40.0	445.5	3.30427389e+00	4.15227303e+03
40.0	446.0	3.21870417e+00	4.04474295e+03
40.0	446.5	3.13569923e+00	3.94043586e+03
40.0	447.0	3.05519953e+00	3.83927696e+03
40.0	447.5	2.97714369e+00	3.74118910e+03
40.0	448.0	2.90146896e+00	3.64609343e+03
40.0	448.5	2.82811173e+00	3.55391002e+03
40.0	449.0	2.75700790e+00	3.46455831e+03
40.0	449.5	2.68809325e+00	3.37795761e+03
40.0	450.0	2.62130374e+00	3.29402743e+03
40.0	450.5	2.55657575e+00	3.21268784e+03
40.0	451.0	2.49384634e+00	3.13385974e+03
40.0	451.5	2.43305341e+00	3.05746509e+03
40.0	452.0	2.37413585e+00	2.98342710e+03
40.0	452.5	2.31703369e+00	2.91167041e+03
40.0	453.0	2.26168820e+00	2.84212121e+03
40.0	453.5	2.20804197e+00	2.77470737e+03
40.0	454.0	2.15603896e+00	2.70935846e+03
40.0	454.5	2.10562458e+00	2.64600589e+03
40.0	455.0	2.05674572e+00	2.58458290e+03
40.0	455.5	2.00935075e+00	2.52502462e+03
40.0	456.0	1.96338953e+00	2.46726805e+03
40.0	456.5	1.91881347e+00	2.41125212e+03
40.0	457.0	1.87557546e+00	2.35691763e+03
40.0	457.5	1.83362988e+00	2.30420726e+03
40.0	458.0	1.79293260e+00	2.25306555e+03
40.0	458.5	1.75344095e+00	2.20343888e+03
40.0	459.0	1.71511368e+00	2.15527541e+03
40.0	459.5	1.67791095e+00	2.10852509e+03
40.0	460.0	1.64179430e+00	2.06313956e+03
40.0	460.5	1.60672659e+00	2.01907219e+03
40.0	461.0	1.57267202e+00	1.97627794e+03
40.0	461.5	1.53959602e+00	1.93471342e+03
40.0	462.0	1.50746529e+00	1.89433675e+03
40.0	462.5	1.47624771e+00	1.85510758e+03
40.0	463.0	1.44591231e+00	1.81698700e+03
40.0	463.5	1.41642928e+00	1.77993753e+03
40.0	464.0	1.38776986e+00	1.74392304e+03
40.0	464.5	1.35990637e+00	1.70890874e+03
40.0	465.0	1.33281212e+00	1.67486111e+03
40.0	465.5	1.30646142e+00	1.64174784e+03
40.0	466.0	1.28082952e+00	1.60953784e+03
40.0	466.5	1.25589257e+00	1.57820115e+03
40.0	467.0	1.23162761e+00	1.54770891e+03
40.0	467.5	1.20801254e+00	1.51803332e+03
40.0	468.0	1.18502603e+00	1.48914763e+03
40.0	468.5	1.16264759e+00	1.46102605e+03
40.0	469.0	1.14085744e+00	1.43364375e+03
40.0	469.5	1.11963656e+00	1.40697680e+03
40.0	470.0	1.09896660e+00	1.38100216e+03
40.0	470.5	1.07882989e+00	1.35569763e+03
40.0	471.0	1.05920943e+00	1.33104182e+03
40.0	471.5	1.04008880e+00	1.30701414e+03
40.0	472.0	1.02145222e+00	1.28359471e+03
40.0	472.5	1.00328444e+00	1.26076441e+03
40.0	473.0	9.85570798e-01	1.23850479e+03
40.0	473.5	9.68297144e-01	1.21679808e+03
40.0	474.0	9.51449842e-01	1.19562713e+03
40.0	474.5	9.35015745e-01	1.17497544e+03
40.0	475.0	9.18982174e-01	1.15482706e+03
40.0	475.5	9.03336907e-01	1.13516664e+03
40.0	476.0	8.88068152e-01	1.11597935e+03
40.0	476.5	8.73164536e-01	1.09725092e+03
40.0	477.0	8.58615088e-01	1.07896754e+03
40.0	477.5	8.44409222e-01	1.06111592e+03
40.0	478.0	8.30536723e-01	1.04368323e+03
40.0	478.5	8.16987731e-01	1.02665706e+03
40.0	479.0	8.03752731e-01	1.01002547e+03
40.0	479.5	7.90822534e-01	9.93776906e+02
40.0	480.0	7.78188271e-01	9.77900222e+02
40.0	480.5	7.65841375e-01	9.62384655e+02
40.0	481.0	7.53773571e-01	9.47219806e+02
40.0	481.5	7.41976869e-01	9.32395632e+02
40.0	482.0	7.30443546e-01	9.17902431e+02
40.0	482.5	7.19166142e-01	9.03730827e+02
40.0	483.0	7.08137445e-01	8.89871758e+02
40.0	483.5	6.97350487e-01	8.76316466e+02
40.0	484.0	6.86798529e-01	8.63056485e+02
40.0	484.5	6.76475058e-01	8.50083629e+02
40.0	485.0	6.66373773e-01	8.37389980e+02
40.0	485.5	6.56488582e-01	8.24967883e+02
40.0	486.0	6.46813592e-01	8.12809931e+02
40.0	486.5	6.37343099e-01	8.00908959e+02
40.0	487.0	6.28071587e-01	7.89258034e+02
40.0	487.5	6.18993717e-01	7.77850445e+02
40.0	488.0	6.10104319e-01	7.66679698e+02
40.0	488.5	6.01398390e-01	7.55739506e+02
40.0	489.0	5.92871087e-01	7.45023780e+02
40.0	489.5	5.84517717e-01	7.34526626e+02
40.0	490.0	5.76333737e-01	7.24242333e+02
40.0	490.5	5.68314746e-01	7.14165372e+02
40.0	491.0	5.60456480e-01	7.04290384e+02
40.0	491.5	5.52754807e-01	6.94612176e+02
40.0	492.0	5.45205723e-01	6.85125718e+02
40.0	492.5	5.37805347e-01	6.75826131e+02
40.0	493.0	5.30549917e-01	6.66708688e+02
40.0	493.5	5.23435784e-01	6.57768806e+02
40.0	494.0	5.16459412e-01	6.49002038e+02
40.0	494.5	5.09617371e-01	6.40404075e+02
40.0	495.0	5.02906331e-01	6.31970734e+02
40.0	495.5	4.96323065e-01	6.23697958e+02
40.0	496.0	4.89864441e-01	6.15581812e+02
40.0	496.5	4.83527420e-01	6.07618476e+02
40.0	497.0	4.77309050e-01	5.99804242e+02
40.0	497.5	4.71206468e-01	5.92135511e+02
40.0	498.0	4.65216894e-01	5.84608791e+02
40.0	498.5	4.59337629e-01	5.77220689e+02
40.0	499.0	4.53566052e-01	5.69967910e+02
40.0	499.5	4.47899615e-01	5.62847256e+02
40.0	500.0	4.42335846e-01	5.55855617e+02
40.0	500.5	4.36872342e-01	5.48989976e+02
40.0	501.0	4.31506768e-01	5.42247397e+02
40.0	501.5	4.26236855e-01	5.35625029e+02
40.0	502.0	4.21060399e-01	5.29120103e+02
40.0	502.5	4.15975256e-01	5.22729924e+02
40.0	503.0	4.10979342e-01	5.16451873e+02
40.0	503.5	4.06070631e-01	5.10283404e+02
40.0	504.0	4.01247152e-01	5.04222042e+02
40.0	504.5	3.96506990e-01	4.98265379e+02
40.0	505.0	3.91848280e-01	4.92411071e+02
40.0	505.5	3.87269210e-01	4.86656841e+02
40.0	506.0	3.82768014e-01	4.81000472e+02
40.0	506.5	3.78342977e-01	4.75439806e+02
40.0	507.0	3.73992427e-01	4.69972744e+02
40.0	507.5	3.69714739e-01	4.64597243e+02
40.0	508.0	3.65508329e-01	4.59311313e+02
40.0	508.5	3.61371657e-01	4.54113018e+02
40.0	509.0	3.57303223e-01	4.49000472e+02
40.0	509.5	3.53301564e-01	4.43971839e+02
40.0	510.0	3.49365257e-01	4.39025330e+02
40.0	510.5	3.45492918e-01	4.34159205e+02
40.0	511.0	3.41683195e-01	4.29371766e+02
40.0	511.5	3.37934773e-01	4.24661360e+02
40.0	512.0	3.34246369e-01	4.20026375e+02
40.0	512.5	3.30616736e-01	4.15465243e+02
40.0	513.0	3.27044655e-01	4.10976434e+02
40.0	513.5	3.23528939e-01	4.06558455e+02
40.0	514.0	3.20068432e-01	4.02209854e+02
40.0	514.5	3.16662007e-01	3.97929213e+02
40.0	515.0	3.13308562e-01	3.93715151e+02
40.0	515.5	3.10007026e-01	3.89566318e+02
40.0	516.0	3.06756353e-01	3.85481402e+02
40.0	516.5	3.03555523e-01	3.81459120e+02
40.0	517.0	3.00403540e-01	3.77498222e+02
40.0	517.5	2.97299434e-01	3.73597488e+02
40.0	518.0	2.94242258e-01	3.69755726e+02
40.0	518.5	2.91231086e-01	3.65971776e+02
40.0	519.0	2.88265017e-01	3.62244504e+02
40.0	519.5	2.85343171e-01	3.58572804e+02
40.0	520.0	2.82464688e-01	3.54955595e+02
40.0	520.5	2.79628728e-01	3.51391823e+02
40.0	521.0	2.76834473e-01	3.47880459e+02
40.0	521.5	2.74081124e-01	3.44420498e+02
40.0	522.0	2.71367898e-01	3.41010957e+02
40.0	522.5	2.68694033e-01	3.37650879e+02
40.0	523.0	2.66058784e-01	3.34339328e+02
40.0	523.5	2.63461423e-01	3.31075388e+02
40.0	524.0	2.60901239e-01	3.27858166e+02
40.0	524.5	2.58377538e-01	3.24686790e+02
40.0	525.0	2.55889641e-01	3.21560406e+02
40.0	525.5	2.53436884e-01	3.18478181e+02
40.0	526.0	2.51018620e-01	3.15439301e+02
40.0	526.5	2.48634214e-01	3.12442969e+02
40.0	527.0	2.46283049e-01	3.09488406e+02
40.0	527.5	2.43964517e-01	3.06574853e+02
40.0	528.0	2.41678027e-01	3.03701566e+02
40.0	528.5	2.39423002e-01	3.00867817e+02
40.0	529.0	2.37198873e-01	2.98072895e+02
40.0	529.5	2.35005090e-01	2.95316105e+02
40.0	530.0	2.32841109e-01	2.92596767e+02
40.0	530.5	2.30706402e-01	2.89914215e+02
40.0	531.0	2.28600451e-01	2.87267799e+02
40.0	531.5	2.26522749e-01	2.84656882e+02
40.0	532.0	2.24472801e-01	2.82080841e+02
40.0	532.5	2.22450121e-01	2.79539067e+02
40.0	533.0	2.20454236e-01	2.77030963e+02
40.0	533.5	2.18484680e-01	2.74555946e+02
40.0	534.0	2.16540999e-01	2.72113445e+02
