# Vacuum reference incident electric field (atomic units), single polarization 'x'.
# Columns: time, xx, yy, zz — only the co-polarized diagonal is non-zero.
time,xx,yy,zz
4.903555146,1.5349664692326258e-16,0.0,0.0
5.0036277,3.990766930096699e-16,0.0,0.0
5.103700254,9.985997558340012e-16,0.0,0.0
5.203772808,2.4087834428907317e-15,0.0,0.0
5.303845362,5.6091973067936135e-15,0.0,0.0
5.403917916,1.2625984371581307e-14,0.0,0.0
5.50399047,2.750439721862121e-14,0.0,0.0
5.604063024,5.804615108864485e-14,0.0,0.0
5.704135578,1.1879469690823578e-13,0.0,0.0
5.804208132,2.359666753786661e-13,0.0,0.0
5.904280686,4.552762583366684e-13,0.0,0.0
6.004353241,8.538402332431899e-13,0.0,0.0
6.104425795,1.5575080897217732e-12,0.0,0.0
6.204498349,2.7649108021563236e-12,0.0,0.0
6.304570903,4.7790986669491e-12,0.0,0.0
6.404643457,8.046650842195096e-12,0.0,0.0
6.504716011,1.3202411369955805e-11,0.0,0.0
6.604788565,2.1115447775719883e-11,0.0,0.0
6.704861119,3.2928526383297264e-11,0.0,0.0
6.804933673,5.007972002492029e-11,0.0,0.0
6.905006227,7.429143346761031e-11,0.0,0.0
7.005078781,1.075102451990086e-10,0.0,0.0
7.105151335,1.5178188771592084e-10,0.0,0.0
7.205223889,2.0905080911241975e-10,0.0,0.0
7.305296443,2.8088407737781827e-10,0.0,0.0
7.405368997,3.6813500379689404e-10,0.0,0.0
7.505441551,4.705814556656964e-10,0.0,0.0
7.605514105,5.865943300846674e-10,0.0,0.0
7.705586659,7.129082869461255e-10,0.0,0.0
7.805659213,8.445736922988264e-10,0.0,0.0
7.905731767,9.75160011067757e-10,0.0,0.0
8.005804321,1.0972526587748512e-09,0.0,0.0
8.105876875,1.203237372342436e-09,0.0,0.0
8.205949429,1.286303574100102e-09,0.0,0.0
8.306021983,1.3415318711944011e-09,0.0,0.0
8.406094537,1.3668763878016287e-09,0.0,0.0
8.506167091,1.3638275476135776e-09,0.0,0.0
8.606239645,1.3375600721898384e-09,0.0,0.0
8.706312199,1.2964414588191556e-09,0.0,0.0
8.806384753,1.2508930592639095e-09,0.0,0.0
8.906457307,1.2117400197680539e-09,0.0,0.0
9.006529861,1.1883263706776815e-09,0.0,0.0
9.106602415,1.186769802303064e-09,0.0,0.0
9.206674969,1.2087527260101606e-09,0.0,0.0
9.306747523,1.2511718488326107e-09,0.0,0.0
9.406820077,1.3068006859331275e-09,0.0,0.0
9.506892631,1.3658883571881884e-09,0.0,0.0
9.606965185,1.4183772671926783e-09,0.0,0.0
9.707037739,1.45623710477858e-09,0.0,0.0
9.807110293,1.475342195177343e-09,0.0,0.0
9.907182847,1.476397663644101e-09,0.0,0.0
10.007255401,1.464641739106302e-09,0.0,0.0
10.107327955,1.448367907013645e-09,0.0,0.0
10.207400509,1.4366382811475006e-09,0.0,0.0
10.307473063,1.436802652812061e-09,0.0,0.0
10.407545617,1.45251648462075e-09,0.0,0.0
10.507618171,1.4828293050027434e-09,0.0,0.0
10.607690725,1.522615837232596e-09,0.0,0.0
10.707763279,1.5642271053785583e-09,0.0,0.0
10.807835833,1.5998659092207075e-09,0.0,0.0
10.907908387,1.6239598040036003e-09,0.0,0.0
11.007980941,1.6347960112889463e-09,0.0,0.0
11.108053495,1.6349090651802726e-09,0.0,0.0
11.208126049,1.630108551126056e-09,0.0,0.0
11.308198603,1.6274757075866091e-09,0.0,0.0
11.408271157,1.6329975985140376e-09,0.0,0.0
11.508343711,1.6496281741039134e-09,0.0,0.0
11.608416265,1.676420091285182e-09,0.0,0.0
11.708488819,1.7090039413424231e-09,0.0,0.0
11.808561373,1.7412261444472383e-09,0.0,0.0
11.908633927,1.7673551991366907e-09,0.0,0.0
12.008706481,1.7840716064127259e-09,0.0,0.0
12.108779035,1.7915416790075791e-09,0.0,0.0
12.208851589,1.793211686465823e-09,0.0,0.0
12.308924143,1.7944259084073102e-09,0.0,0.0
12.408996697,1.800399468172746e-09,0.0,0.0
12.509069251,1.814306026723379e-09,0.0,0.0
12.609141805,1.836185585137522e-09,0.0,0.0
12.709214359,1.8630591370027134e-09,0.0,0.0
12.809286913,1.890175446462467e-09,0.0,0.0
12.909359467,1.912886997136469e-09,0.0,0.0
13.009432021,1.928421418830634e-09,0.0,0.0
13.109504575,1.936869709559702e-09,0.0,0.0
13.209577129,1.941030284127784e-09,0.0,0.0
13.309649683,1.9452021154230903e-09,0.0,0.0
13.409722237,1.953430976922281e-09,0.0,0.0
13.509794791,1.9679176440242926e-09,0.0,0.0
13.609867345,1.988216218034755e-09,0.0,0.0
13.709939899,2.011519902984588e-09,0.0,0.0
13.810012453,2.033886868123539e-09,0.0,0.0
13.910085007,2.051881961755911e-09,0.0,0.0
14.010157561,2.063953735317829e-09,0.0,0.0
14.110230115,2.070991513020471e-09,0.0,0.0
14.210302669,2.0758584733279204e-09,0.0,0.0
14.310375223,2.0821251591836113e-09,0.0,0.0
14.410447777,2.0925541372537343e-09,0.0,0.0
14.510520331,2.107975998060015e-09,0.0,0.0
14.610592885,2.1270159113970284e-09,0.0,0.0
14.710665439,2.146759451837861e-09,0.0,0.0
14.810737993,2.164046603996664e-09,0.0,0.0
14.910810547,2.1768242933335948e-09,0.0,0.0
15.010883101,2.18497827766672e-09,0.0,0.0
15.110955655,2.1903041689616364e-09,0.0,0.0
15.211028209,2.1956571122520873e-09,0.0,0.0
15.311100763,2.203673365066153e-09,0.0,0.0
15.411173317,2.215631772894023e-09,0.0,0.0
15.511245871,2.2309464449749313e-09,0.0,0.0
15.611318425,2.24749245770999e-09,0.0,0.0
15.711390979,2.262595510003161e-09,0.0,0.0
15.811463533,2.274229056732961e-09,0.0,0.0
15.911536087,2.281883684005327e-09,0.0,0.0
16.011608641,2.2867337792123974e-09,0.0,0.0
16.111681195,2.2910494649053472e-09,0.0,0.0
16.211753749,2.2971397674840055e-09,0.0,0.0
16.311826303,2.306314568088215e-09,0.0,0.0
16.411898857,2.318330634016231e-09,0.0,0.0
16.511971411,2.3315559813916615e-09,0.0,0.0
16.612043965,2.3437559537656555e-09,0.0,0.0
16.712116519,2.353125726648146e-09,0.0,0.0
16.812189073,2.359092748258904e-09,0.0,0.0
16.912261627,2.362530881012174e-09,0.0,0.0
17.012334181,2.3653066886331187e-09,0.0,0.0
17.112406735,2.3693861975280293e-09,0.0,0.0
17.212479289,2.3759256412700052e-09,0.0,0.0
17.312551843,2.384765054197417e-09,0.0,0.0
17.412624397,2.394545946049932e-09,0.0,0.0
17.512696951,2.403379542357504e-09,0.0,0.0
17.612769505,2.409739044622835e-09,0.0,0.0
17.712842059,2.4131545460389334e-09,0.0,0.0
17.812914614,2.4143929988886126e-09,0.0,0.0
17.912987168,2.415054842357963e-09,0.0,0.0
18.013059722,2.416793596810525e-09,0.0,0.0
18.113132276,2.4205356167237935e-09,0.0,0.0
18.21320483,2.426066532422366e-09,0.0,0.0
18.313277384,2.432168073520536e-09,0.0,0.0
18.413349938,2.4372242833676103e-09,0.0,0.0
18.513422492,2.4399965981326667e-09,0.0,0.0
18.613495046,2.440195692853914e-09,0.0,0.0
18.7135676,2.438584761979647e-09,0.0,0.0
18.813640154,2.43657897495982e-09,0.0,0.0
18.913712708,2.4355467355966007e-09,0.0,0.0
19.013785262,2.436154941201998e-09,0.0,0.0
19.113857816,2.438069960996134e-09,0.0,0.0
19.21393037,2.440147156022559e-09,0.0,0.0
19.314002924,2.4410038014643112e-09,0.0,0.0
19.414075478,2.4396889560919e-09,0.0,0.0
19.514148032,2.436125008318233e-09,0.0,0.0
19.614220586,2.4311145740490063e-09,0.0,0.0
19.71429314,2.4259219076336934e-09,0.0,0.0
19.814365694,2.4216435104466734e-09,0.0,0.0
19.914438248,2.4186789095464143e-09,0.0,0.0
20.014510802,2.416555571859351e-09,0.0,0.0
20.114583356,2.41418300017109e-09,0.0,0.0
20.21465591,2.410400192273196e-09,0.0,0.0
20.314728464,2.4045413239874532e-09,0.0,0.0
20.414801018,2.396742988503196e-09,0.0,0.0
20.514873572,2.387850025707924e-09,0.0,0.0
20.614946126,2.3789772487405223e-09,0.0,0.0
20.71501868,2.370951505876184e-09,0.0,0.0
20.815091234,2.3639113027985493e-09,0.0,0.0
20.915163788,2.3572564541377356e-09,0.0,0.0
21.015236342,2.349962909998644e-09,0.0,0.0
21.115308896,2.341097562139273e-09,0.0,0.0
21.21538145,2.330273491254912e-09,0.0,0.0
21.315454004,2.3178223171214774e-09,0.0,0.0
21.415526558,2.304606061126106e-09,0.0,0.0
21.515599112,2.2915714781472963e-09,0.0,0.0
21.615671666,2.2792748491318603e-09,0.0,0.0
21.71574422,2.2676140083415228e-09,0.0,0.0
21.815816774,2.255895284932502e-09,0.0,0.0
21.915889328,2.243193104337673e-09,0.0,0.0
22.015961882,2.228815274208932e-09,0.0,0.0
22.116034436,2.21263903333772e-09,0.0,0.0
22.21610699,2.195153439081969e-09,0.0,0.0
22.316179544,2.1771946225724067e-09,0.0,0.0
22.416252098,2.159514471417912e-09,0.0,0.0
22.516324652,2.1424032061614328e-09,0.0,0.0
22.616397206,2.125553761955703e-09,0.0,0.0
22.71646976,2.10822980596641e-09,0.0,0.0
22.816542314,2.089645101834937e-09,0.0,0.0
22.916614868,2.069357913557931e-09,0.0,0.0
23.016687422,2.047481427011009e-09,0.0,0.0
23.116759976,2.0246088060489672e-09,0.0,0.0
23.21683253,2.001497960211505e-09,0.0,0.0
23.316905084,1.978681339187297e-09,0.0,0.0
23.416977638,1.9561999291206667e-09,0.0,0.0
23.517050192,1.933592941148886e-09,0.0,0.0
23.617122746,1.9101420109238464e-09,0.0,0.0
23.7171953,1.885239754329743e-09,0.0,0.0
23.817267854,1.8586925707937675e-09,0.0,0.0
23.917340408,1.8308055343240146e-09,0.0,0.0
24.017412962,1.8022115958918501e-09,0.0,0.0
24.117485516,1.7735382762099162e-09,0.0,0.0
24.21755807,1.745085545911979e-09,0.0,0.0
24.317630624,1.7166787805472603e-09,0.0,0.0
24.417703178,1.68776753837986e-09,0.0,0.0
24.517775732,1.6577137922606964e-09,0.0,0.0
24.617848286,1.626117800953978e-09,0.0,0.0
24.71792084,1.5930141060443391e-09,0.0,0.0
24.817993394,1.558840473051021e-09,0.0,0.0
24.918065948,1.524201090515631e-09,0.0,0.0
25.018138502,1.489550262928372e-09,0.0,0.0
25.118211056,1.4549606980647786e-09,0.0,0.0
25.21828361,1.4200933225883291e-09,0.0,0.0
25.318356164,1.3843794042005135e-09,0.0,0.0
25.418428718,1.3473164122111923e-09,0.0,0.0
25.518501272,1.3087227908951536e-09,0.0,0.0
25.618573826,1.26882145949925e-09,0.0,0.0
25.71864638,1.2281129841502564e-09,0.0,0.0
25.818718934,1.1871086332269663e-09,0.0,0.0
25.918791488,1.146064217566016e-09,0.0,0.0
26.018864042,1.1048520769724575e-09,0.0,0.0
26.118936596,1.0630341918176494e-09,0.0,0.0
26.21900915,1.0200940793549798e-09,0.0,0.0
26.319081704,9.75703963174574e-10,0.0,0.0
26.419154258,9.298881620306083e-10,0.0,0.0
26.519226812,8.830004130993153e-10,0.0,0.0
26.619299366,8.355310290094962e-10,0.0,0.0
26.71937192,7.878476539676645e-10,0.0,0.0
26.819444474,7.400055835121902e-10,0.0,0.0
26.919517028,6.917245797130018e-10,0.0,0.0
27.019589582,6.425405684766818e-10,0.0,0.0
27.119662136,5.920495522685804e-10,0.0,0.0
27.21973469,5.401148871856747e-10,0.0,0.0
27.319807244,4.869308683812971e-10,0.0,0.0
27.419879798,4.3291262906082744e-10,0.0,0.0
27.519952352,3.784734513444984e-10,0.0,0.0
27.620024906,3.2380797613472364e-10,0.0,0.0
27.72009746,2.687942444379514e-10,0.0,0.0
27.820170014,2.1306315547895735e-10,0.0,0.0
27.920242568,1.5619553144804822e-10,0.0,0.0
28.020315122,9.794116024201848e-11,0.0,0.0
28.120387676,3.834488101495385e-11,0.0,0.0
28.22046023,-2.228426496198023e-11,0.0,0.0
28.320532784,-8.354140063669195e-11,0.0,0.0
28.420605338,-1.4514070971809347e-10,0.0,0.0
28.520677892,-2.0706336340045387e-10,0.0,0.0
28.620750446,-2.6956235821187955e-10,0.0,0.0
28.720823,-3.3302467645818055e-10,0.0,0.0
28.820895554,-3.9776598816462967e-10,0.0,0.0
28.920968108,-4.6386699712424404e-10,0.0,0.0
29.021040662,-5.311364979139568e-10,0.0,0.0
29.121113216,-5.99217978791918e-10,0.0,0.0
29.22118577,-6.67780854345163e-10,0.0,0.0
29.321258324,-7.366940886754839e-10,0.0,0.0
29.421330878,-8.060912378595744e-10,0.0,0.0
29.521403432,-8.762948457769413e-10,0.0,0.0
29.621475986,-9.476427814347723e-10,0.0,0.0
29.721548541,-1.0203099144942974e-09,0.0,0.0
29.821621095,-1.0942191742757063e-09,0.0,0.0
29.921693649,-1.1690871158882183e-09,0.0,0.0
30.021766203,-1.2445773305376574e-09,0.0,0.0
30.121838757,-1.3204786638880624e-09,0.0,0.0
30.221911311,-1.3968137037489496e-09,0.0,0.0
30.321983865,-1.4738216138947995e-09,0.0,0.0
30.422056419,-1.5518268177317056e-09,0.0,0.0
30.522128973,-1.6310651306184799e-09,0.0,0.0
30.622201527,-1.7115600785177723e-09,0.0,0.0
30.722274081,-1.793113854199969e-09,0.0,0.0
30.822346635,-1.8754155046174756e-09,0.0,0.0
30.922419189,-1.9582068486837615e-09,0.0,0.0
31.022491743,-2.041417165433743e-09,0.0,0.0
31.122564297,-2.125195883374885e-09,0.0,0.0
31.222636851,-2.2098278559637598e-09,0.0,0.0
31.322709405,-2.295578330547725e-09,0.0,0.0
31.422781959,-2.382551136972387e-09,0.0,0.0
31.522854513,-2.4706350854624556e-09,0.0,0.0
31.622927067,-2.559565392761004e-09,0.0,0.0
31.722999621,-2.649065411542161e-09,0.0,0.0
31.823072175,-2.738991927448122e-09,0.0,0.0
31.923144729,-2.829406778943018e-09,0.0,0.0
32.023217283,-2.920538093547298e-09,0.0,0.0
32.123289837,-3.0126537623518942e-09,0.0,0.0
32.223362391,-3.1059160280148375e-09,0.0,0.0
32.323434945,-3.2002948703719462e-09,0.0,0.0
32.423507499,-3.295585200445517e-09,0.0,0.0
32.523580053,-3.391516820665843e-09,0.0,0.0
32.623652607,-3.4878969166877433e-09,0.0,0.0
32.723725161,-3.584708590805839e-09,0.0,0.0
32.823797715,-3.6821137230589365e-09,0.0,0.0
32.923870269,-3.7803603509080264e-09,0.0,0.0
33.023942823,-3.879645663397625e-09,0.0,0.0
33.124015377,-3.980008485323723e-09,0.0,0.0
33.224087931,-4.081308106621319e-09,0.0,0.0
33.324160485,-4.183299243471809e-09,0.0,0.0
33.424233039,-4.285761425816765e-09,0.0,0.0
33.524305593,-4.388612755040004e-09,0.0,0.0
33.624378147,-4.491947520391095e-09,0.0,0.0
33.724450701,-4.5959788757715524e-09,0.0,0.0
33.824523255,-4.700918839221678e-09,0.0,0.0
33.924595809,-4.806860840900716e-09,0.0,0.0
34.024668363,-4.913727585918452e-09,0.0,0.0
34.124740917,-5.0213110116628585e-09,0.0,0.0
34.224813471,-5.12938140255433e-09,0.0,0.0
34.324886025,-5.237806102700152e-09,0.0,0.0
34.424958579,-5.346614125102416e-09,0.0,0.0
34.525031133,-5.455972984420105e-09,0.0,0.0
34.625103687,-5.5660916457787785e-09,0.0,0.0
34.725176241,-5.677102824809794e-09,0.0,0.0
34.825248795,-5.788988049379721e-09,0.0,0.0
34.925321349,-5.901584919342376e-09,0.0,0.0
35.025393903,-6.014671278518903e-09,0.0,0.0
35.125466457,-6.128079856372214e-09,0.0,0.0
35.225539011,-6.241781362527193e-09,0.0,0.0
35.325611565,-6.355891971359212e-09,0.0,0.0
35.425684119,-6.470602445589688e-09,0.0,0.0
35.525756673,-6.5860682684567954e-09,0.0,0.0
35.625829227,-6.7023204532170905e-09,0.0,0.0
35.725901781,-6.819244618503961e-09,0.0,0.0
35.825974335,-6.936638459073735e-09,0.0,0.0
35.926046889,-7.054315433257381e-09,0.0,0.0
36.026119443,-7.172198150065095e-09,0.0,0.0
36.126191997,-7.290351377377841e-09,0.0,0.0
36.226264551,-7.408937868272104e-09,0.0,0.0
36.326337105,-7.528122000443222e-09,0.0,0.0
36.426409659,-7.64797392267261e-09,0.0,0.0
36.526482213,-7.768425810873323e-09,0.0,0.0
36.626554767,-7.889302980761987e-09,0.0,0.0
36.726627321,-8.010411941930847e-09,0.0,0.0
36.826699875,-8.13163708410804e-09,0.0,0.0
36.926772429,-8.252993775640751e-09,0.0,0.0
37.026844983,-8.374609934912826e-09,0.0,0.0
37.126917537,-8.496647102619166e-09,0.0,0.0
37.226990091,-8.619204478517712e-09,0.0,0.0
37.327062645,-8.742257906525536e-09,0.0,0.0
37.427135199,-8.865666160679555e-09,0.0,0.0
37.527207753,-8.989240105150123e-09,0.0,0.0
37.627280307,-9.112836462784977e-09,0.0,0.0
37.727352861,-9.236425236497492e-09,0.0,0.0
37.827425415,-9.36009481887782e-09,0.0,0.0
37.927497969,-9.483992998778426e-09,0.0,0.0
38.027570523,-9.608236701355281e-09,0.0,0.0
38.127643077,-9.732839678919774e-09,0.0,0.0
38.227715631,-9.857696926499775e-09,0.0,0.0
38.327788185,-9.982633362963636e-09,0.0,0.0
38.427860739,-1.0107489475751157e-08,0.0,0.0
38.527933293,-1.023219705879678e-08,0.0,0.0
38.628005847,-1.0356804236257915e-08,0.0,0.0
38.728078401,-1.0481437008899944e-08,0.0,0.0
38.828150955,-1.0606219097472465e-08,0.0,0.0
38.928223509,-1.0731194106053585e-08,0.0,0.0
39.028296063,-1.0856292121610509e-08,0.0,0.0
39.128368617,-1.0981358180931822e-08,0.0,0.0
39.228441171,-1.1106226265230485e-08,0.0,0.0
39.328513725,-1.1230798049118948e-08,0.0,0.0
39.428586279,-1.135508364221114e-08,0.0,0.0
39.528658833,-1.1479182780672824e-08,0.0,0.0
39.628731387,-1.1603217524684348e-08,0.0,0.0
39.728803941,-1.1727253661694964e-08,0.0,0.0
39.828876495,-1.1851253616243033e-08,0.0,0.0
39.928949049,-1.1975085972470161e-08,0.0,0.0
40.029021603,-1.209858564729216e-08,0.0,0.0
40.129094157,-1.2221631351617829e-08,0.0,0.0
40.229166711,-1.234419806091171e-08,0.0,0.0
40.329239265,-1.2466356367423311e-08,0.0,0.0
40.429311819,-1.2588219805777553e-08,0.0,0.0
40.529384373,-1.27098694646221e-08,0.0,0.0
40.629456927,-1.2831297116343935e-08,0.0,0.0
40.729529481,-1.2952397470973758e-08,0.0,0.0
40.829602035,-1.3073013070133046e-08,0.0,0.0
40.929674589,-1.3193006716465511e-08,0.0,0.0
41.029747143,-1.3312321741160245e-08,0.0,0.0
41.129819697,-1.3430997573092229e-08,0.0,0.0
41.229892251,-1.354913279607678e-08,0.0,0.0
41.329964805,-1.3666816497312672e-08,0.0,0.0
41.430037359,-1.3784065628281018e-08,0.0,0.0
41.530109914,-1.3900802296990971e-08,0.0,0.0
41.630182468,-1.4016882743484797e-08,0.0,0.0
41.730255022,-1.4132161515751276e-08,0.0,0.0
41.830327576,-1.4246555481696992e-08,0.0,0.0
41.93040013,-1.4360072909982058e-08,0.0,0.0
42.030472684,-1.4472792330447428e-08,0.0,0.0
42.130545238,-1.4584803394854548e-08,0.0,0.0
42.230617792,-1.4696142437219326e-08,0.0,0.0
42.330690346,-1.4806757846430014e-08,0.0,0.0
42.4307629,-1.491652365109104e-08,0.0,0.0
42.530835454,-1.5025293231033118e-08,0.0,0.0
42.630908008,-1.513296335270593e-08,0.0,0.0
42.730980562,-1.5239513526850327e-08,0.0,0.0
42.831053116,-1.534499961048388e-08,0.0,0.0
42.93112567,-1.5449505783386442e-08,0.0,0.0
43.031198224,-1.5553081645230322e-08,0.0,0.0
43.131270778,-1.5655698921040983e-08,0.0,0.0
43.231343332,-1.5757251109447712e-08,0.0,0.0
43.331415886,-1.5857595685333734e-08,0.0,0.0
43.43148844,-1.5956615269013685e-08,0.0,0.0
43.531560994,-1.6054264138647512e-08,0.0,0.0
43.631633548,-1.6150574895442217e-08,0.0,0.0
43.731706102,-1.6245622159291945e-08,0.0,0.0
43.831778656,-1.6339463665878507e-08,0.0,0.0
43.93185121,-1.6432091217678954e-08,0.0,0.0
44.031923764,-1.6523418157355623e-08,0.0,0.0
44.131996318,-1.6613309757822296e-08,0.0,0.0
44.232068872,-1.6701639403530014e-08,0.0,0.0
44.332141426,-1.6788339554866793e-08,0.0,0.0
44.43221398,-1.687341970955177e-08,0.0,0.0
44.532286534,-1.695694193912699e-08,0.0,0.0
44.632359088,-1.7038967874092742e-08,0.0,0.0
44.732431642,-1.7119506451652127e-08,0.0,0.0
44.832504196,-1.7198490979535e-08,0.0,0.0
44.93257675,-1.7275797712003614e-08,0.0,0.0
45.032649304,-1.7351295301264383e-08,0.0,0.0
45.132721858,-1.742489773481643e-08,0.0,0.0
45.232794412,-1.7496591784011777e-08,0.0,0.0
45.332866966,-1.7566424261760834e-08,0.0,0.0
45.43293952,-1.7634456530275088e-08,0.0,0.0
45.533012074,-1.7700711514629142e-08,0.0,0.0
45.633084628,-1.7765142274840664e-08,0.0,0.0
45.733157182,-1.782763905702632e-08,0.0,0.0
45.833229736,-1.7888070505620072e-08,0.0,0.0
45.93330229,-1.7946336096198463e-08,0.0,0.0
46.033374844,-1.8002400994735852e-08,0.0,0.0
46.133447398,-1.8056294511324122e-08,0.0,0.0
46.233519952,-1.810807345377178e-08,0.0,0.0
46.333592506,-1.8157770860442937e-08,0.0,0.0
46.43366506,-1.820535832653227e-08,0.0,0.0
46.533737614,-1.8250742345045485e-08,0.0,0.0
46.633810168,-1.8293796220754904e-08,0.0,0.0
46.733882722,-1.83344096416219e-08,0.0,0.0
46.833955276,-1.8372528569770033e-08,0.0,0.0
46.93402783,-1.8408163769758162e-08,0.0,0.0
47.034100384,-1.8441363736238764e-08,0.0,0.0
47.134172938,-1.8472167316461424e-08,0.0,0.0
47.234245492,-1.8500562227395723e-08,0.0,0.0
47.334318046,-1.8526472087190185e-08,0.0,0.0
47.4343906,-1.8549778667253562e-08,0.0,0.0
47.534463154,-1.857036670034553e-08,0.0,0.0
47.634535708,-1.8588166404308785e-08,0.0,0.0
47.734608262,-1.860317047220467e-08,0.0,0.0
47.834680816,-1.86154165821752e-08,0.0,0.0
47.93475337,-1.8624945489827452e-08,0.0,0.0
48.034825924,-1.8631758005266517e-08,0.0,0.0
48.134898478,-1.8635794449438864e-08,0.0,0.0
48.234971032,-1.8636947543044135e-08,0.0,0.0
48.335043586,-1.8635101206739663e-08,0.0,0.0
48.43511614,-1.8630173647689567e-08,0.0,0.0
48.535188694,-1.8622141048235484e-08,0.0,0.0
48.635261248,-1.8611029127410242e-08,0.0,0.0
48.735333802,-1.8596877637038506e-08,0.0,0.0
48.835406356,-1.857969763528382e-08,0.0,0.0
48.93547891,-1.8559445083982543e-08,0.0,0.0
49.035551464,-1.853602505357868e-08,0.0,0.0
49.135624018,-1.850932383839559e-08,0.0,0.0
49.235696572,-1.847925099991085e-08,0.0,0.0
49.335769126,-1.844576813190754e-08,0.0,0.0
49.43584168,-1.840888871948747e-08,0.0,0.0
49.535914234,-1.836864952663756e-08,0.0,0.0
49.635986788,-1.832506957478318e-08,0.0,0.0
49.736059342,-1.8278119395631274e-08,0.0,0.0
49.836131896,-1.8227717330072532e-08,0.0,0.0
49.93620445,-1.8173754595314663e-08,0.0,0.0
50.036277004,-1.811613502374736e-08,0.0,0.0
50.136349558,-1.805480748173626e-08,0.0,0.0
50.236422112,-1.7989773246866338e-08,0.0,0.0
50.336494666,-1.792106457412221e-08,0.0,0.0
50.43656722,-1.7848706545769608e-08,0.0,0.0
50.536639774,-1.7772683345812994e-08,0.0,0.0
50.636712328,-1.7692927438279737e-08,0.0,0.0
50.736784882,-1.7609337350501228e-08,0.0,0.0
50.836857436,-1.7521813994191475e-08,0.0,0.0
50.93692999,-1.7430295387068973e-08,0.0,0.0
51.037002544,-1.7334770731525194e-08,0.0,0.0
51.137075098,-1.7235266342852762e-08,0.0,0.0
51.237147652,-1.713181145292961e-08,0.0,0.0
51.337220206,-1.7024402877084588e-08,0.0,0.0
51.43729276,-1.6912987954754054e-08,0.0,0.0
51.537365314,-1.6797474939313634e-08,0.0,0.0
51.637437868,-1.6677764850523715e-08,0.0,0.0
51.737510422,-1.6553787088065478e-08,0.0,0.0
51.837582976,-1.6425519228945518e-08,0.0,0.0
51.93765553,-1.6292980319214563e-08,0.0,0.0
52.037728084,-1.6156201628862552e-08,0.0,0.0
52.137800638,-1.601519116190219e-08,0.0,0.0
52.237873192,-1.5869911464107898e-08,0.0,0.0
52.337945746,-1.5720282762737815e-08,0.0,0.0
52.4380183,-1.5566209442509264e-08,0.0,0.0
52.538090854,-1.5407615080403813e-08,0.0,0.0
52.638163408,-1.52444667294792e-08,0.0,0.0
52.738235962,-1.5076775255853625e-08,0.0,0.0
52.838308516,-1.4904571820641352e-08,0.0,0.0
52.93838107,-1.4727873687363386e-08,0.0,0.0
53.038453624,-1.4546658242978132e-08,0.0,0.0
53.138526178,-1.4360859396487024e-08,0.0,0.0
53.238598732,-1.4170388073806398e-08,0.0,0.0
53.338671287,-1.3975165281468991e-08,0.0,0.0
53.438743841,-1.3775149447298562e-08,0.0,0.0
53.538816395,-1.3570343104268184e-08,0.0,0.0
53.638888949,-1.3360775503734832e-08,0.0,0.0
53.738961503,-1.3146471003897124e-08,0.0,0.0
53.839034057,-1.292742077371956e-08,0.0,0.0
53.939106611,-1.2703573318667306e-08,0.0,0.0
54.039179165,-1.247484880409848e-08,0.0,0.0
