root	spin	energy_eV	wavelength_nm	oscillator_strength	below_10eV
1	singlet	6.930700	178.8913	0.00000000e+00	yes
2	singlet	7.298700	169.8716	0.00000000e+00	yes
3	singlet	7.298700	169.8716	0.00000000e+00	yes
4	singlet	9.608200	129.0400	0.00000000e+00	yes
5	singlet	9.608200	129.0400	0.00000000e+00	yes
6	singlet	10.184000	121.7441	1.45940096e-02	no
7	singlet	10.184000	121.7441	1.45940608e-02	no
8	singlet	11.247500	110.2327	9.58901637e-01	no
9	singlet	13.001700	95.3600	1.00000000e-10	no
10	singlet	13.001700	95.3600	1.00000000e-10	no
11	singlet	13.653400	90.8083	2.16783763e-01	no
12	singlet	13.653400	90.8083	2.16786143e-01	no
13	singlet	14.317500	86.5963	0.00000000e+00	no
14	singlet	14.317500	86.5963	0.00000000e+00	no
15	singlet	14.920100	83.0988	6.08383784e-01	no
16	singlet	15.505100	79.9635	1.10000000e-08	no
