root	spin	energy_eV	wavelength_nm	oscillator_strength	below_10eV
1	singlet	6.838800	181.2952	0.00000000e+00	yes
2	singlet	7.252700	170.9490	0.00000000e+00	yes
3	singlet	7.252700	170.9490	0.00000000e+00	yes
4	singlet	9.903300	125.1948	0.00000000e+00	yes
5	singlet	9.903300	125.1948	0.00000000e+00	yes
6	singlet	10.482900	118.2728	1.47913152e-02	no
7	singlet	10.482900	118.2728	1.47912623e-02	no
8	singlet	11.319300	109.5334	9.88804893e-01	no
9	singlet	13.143900	94.3283	0.00000000e+00	no
10	singlet	13.143900	94.3283	0.00000000e+00	no
11	singlet	13.764600	90.0747	2.32387725e-01	no
12	singlet	13.764600	90.0747	2.32386846e-01	no
13	singlet	14.554400	85.1867	0.00000000e+00	no
14	singlet	14.554400	85.1867	0.00000000e+00	no
15	singlet	15.219500	81.4640	6.23063623e-01	no
16	singlet	15.758100	78.6797	1.63000000e-08	no
