root	spin	energy_eV	wavelength_nm	oscillator_strength	below_10eV
1	singlet	10.215100	121.3735	0.00000000e+00	no
2	singlet	10.215600	121.3675	0.00000000e+00	no
3	singlet	11.113500	111.5618	0.00000000e+00	no
4	singlet	11.495400	107.8555	3.40158523e-01	no
5	singlet	11.496100	107.8489	3.40054781e-01	no
6	singlet	11.790200	105.1587	1.06700000e-07	no
7	singlet	11.877300	104.3875	1.10043608e-01	no
8	singlet	11.877400	104.3866	1.10740074e-01	no
9	singlet	12.168100	101.8928	4.74660883e-01	no
10	singlet	12.372800	100.2071	3.28497398e-01	no
11	singlet	12.553600	98.7639	4.06649583e-02	no
12	singlet	12.553800	98.7623	4.10591379e-02	no
13	singlet	12.658600	97.9446	0.00000000e+00	no
14	singlet	12.790100	96.9376	1.00000000e-10	no
15	singlet	12.790300	96.9361	0.00000000e+00	no
16	singlet	13.202400	93.9103	1.35821022e-01	no
