root	spin	energy_eV	wavelength_nm	oscillator_strength	below_10eV
1	singlet	10.558500	117.4260	0.00000000e+00	no
2	singlet	10.559000	117.4204	0.00000000e+00	no
3	singlet	11.507700	107.7402	0.00000000e+00	no
4	singlet	11.798900	105.0811	4.37936934e-01	no
5	singlet	11.799700	105.0740	4.38128296e-01	no
6	singlet	12.208300	101.5573	4.00000000e-10	no
7	singlet	12.289700	100.8846	6.77754306e-02	no
8	singlet	12.289800	100.8838	6.81631431e-02	no
9	singlet	12.481400	99.3352	7.03559655e-01	no
10	singlet	12.794300	96.9058	1.54096380e-01	no
11	singlet	12.919300	95.9682	2.98980523e-02	no
12	singlet	12.919500	95.9667	3.02546543e-02	no
13	singlet	13.025100	95.1887	0.00000000e+00	no
14	singlet	13.122900	94.4793	0.00000000e+00	no
15	singlet	13.123200	94.4771	0.00000000e+00	no
16	singlet	13.693000	90.5457	1.39712554e-01	no
