root	spin	energy_eV	wavelength_nm	oscillator_strength	below_10eV
1	singlet	5.546500	223.5359	5.89000000e-08	yes
2	singlet	6.443300	192.4234	7.65600000e-07	yes
3	singlet	7.359300	168.4728	5.88306753e-01	yes
4	singlet	7.359800	168.4614	5.88700892e-01	yes
5	singlet	7.923800	156.4706	1.82000000e-08	yes
6	singlet	7.973400	155.4973	9.08745770e-03	yes
7	singlet	8.012600	154.7365	2.53580000e-06	yes
8	singlet	8.012700	154.7346	1.24521000e-05	yes
9	singlet	8.092900	153.2012	8.31800000e-07	yes
10	singlet	8.093200	153.1955	9.51500000e-07	yes
11	singlet	8.938600	138.7065	4.11232942e-02	yes
12	singlet	9.245300	134.1051	1.43100000e-07	yes
13	singlet	9.245900	134.0964	2.21100000e-07	yes
14	singlet	9.500500	130.5028	1.00000000e-10	yes
15	singlet	9.767800	126.9315	2.55000000e-08	yes
16	singlet	9.769600	126.9082	7.00000000e-10	yes
17	singlet	10.071400	123.1052	5.30000000e-08	no
18	singlet	10.102000	122.7323	2.20000000e-07	no
19	singlet	10.103000	122.7202	1.01700000e-07	no
20	singlet	10.232100	121.1718	2.92000000e-08	no
21	singlet	10.234500	121.1434	1.73000000e-08	no
22	singlet	10.236000	121.1256	1.06000000e-08	no
23	singlet	10.264300	120.7917	5.76400000e-07	no
24	singlet	10.346300	119.8343	1.82900000e-07	no
