# Hole occupations from NWChem P_AO(t) projected on frozen neutral MOs
# h_k = (n0_k - n_k)/2  (0-1 scale). C_n and S from neutral.movecs.
Timestamps (au),MO index 0,MO index 1,MO index 2,MO index 3,MO index 4,MO index 5,MO index 6,MO index 7,MO index 8,MO index 9,MO index 10,MO index 11,MO index 12,MO index 13,MO index 14,MO index 15,MO index 16,MO index 17,MO index 18,MO index 19,MO index 20,MO index 21,MO index 22,MO index 23,MO index 24,MO index 25
0.0,1.0,3.3306690738754696e-16,-8.43769498715119e-15,-7.771561172376096e-15,-7.993605777301127e-15,-3.9968028886505635e-15,-1.2656542480726785e-14,-2.3314683517128287e-13,-8.881784197001252e-14,5.1958437552457326e-14,3.397282455352979e-14,4.0745185003743245e-14,2.6978419498391304e-14,1.6653345369377348e-15,-2.886579864025407e-15,6.328271240363392e-15,-3.3306690738754696e-15,-1.5543122344752192e-15,-4.6629367034256575e-15,-3.9968028886505635e-15,-3.3306690738754696e-15,-3.9968028886505635e-15,-4.440892098500626e-15,-5.10702591327572e-15,-1.083215729432667e-18,1.914353237002721e-17
0.05,0.9991255537895832,7.836786268811125e-06,5.1770184139599e-07,5.422846459657293e-07,2.868211267381682e-07,2.881061197390622e-07,0.003332155740168985,0.0003284623766942607,1.2435096540475143e-05,9.964953572050295e-05,1.7342370397188667e-05,0.0010148531120655058,0.000426497308706697,0.00026186584485310416,1.0498206647890918e-05,0.001985927880406524,0.00013895745615299937,0.001189228676157117,8.573035572090326e-05,0.0005978361909412255,0.00042635512329414205,0.00183995853873975,7.025248311309795e-06,0.00283651787971706,-0.0010730632547121053,-4.441940224694387e-05
0.1,0.9974189556570765,2.825536300188336e-05,1.8680015244632031e-06,1.9596597723436915e-06,1.0342644158889414e-06,1.039192745633244e-06,0.011390147881209511,0.0011185892072791415,4.9161444017453704e-05,0.0003425316017731106,6.864815648355282e-05,0.0036574985146217154,0.0016816720041797906,0.0010339894314104203,4.1905526431462725e-05,0.007629855690605258,0.0005477563165927624,0.004693687322112727,0.00033844928574155997,0.002338565667842185,0.0016812059582478334,0.007262298110525922,2.8037426929139464e-05,0.011178795860284585,-0.004250823064855798,-0.00017511472572090452
0.15000000000000002,0.9966974566526109,5.342617285508666e-05,3.5362420516271698e-06,3.719743418728605e-06,1.956121713164727e-06,1.9663902767197428e-06,0.022727599318697167,0.0022298349246453464,0.00010835851623047787,0.0006886148235953904,0.00015168419118649634,0.007595366833271888,0.0036898884108677033,0.002274420568673441,9.396652661575189e-05,0.016497064950754425,0.0012044924959001557,0.010318672287254471,0.0007444053107520388,0.005112318380872338,0.0036899482215632107,0.015967579261014553,6.285075849321586e-05,0.024513504721840995,-0.00940637259870958,-0.00038537530745181686
0.2,0.9978024775172191,7.418153337368505e-05,4.918576064993907e-06,5.195395802792824e-06,2.7183305835176697e-06,2.734526536318782e-06,0.036092317810829666,0.003551721246334183,0.00018685057591272258,0.0011061830762280067,0.0002626406764834055,0.012505989728667566,0.006321214259842667,0.003911091280233259,0.0001662823993540119,0.02797094752261864,0.002072217470410753,0.017735078691251682,0.001280356026605145,0.008743297384993687,0.006326136670510407,0.027451943986112726,0.00011117480571587457,0.04197548923843941,-0.016329148494229576,-0.000671273871934013
0.25,0.9995302739308818,8.352907425435152e-05,5.55086661269133e-06,5.899722200219948e-06,3.066705521526103e-06,3.0880063149885117e-06,0.05122410294344093,0.005062901093941474,0.00028069459381252493,0.001587543055509788,0.00039678823726330137,0.018188955781380023,0.009415350178733073,0.00585432885767545,0.0002583516794351093,0.04140634600781612,0.0031061379066500416,0.02653526516771021,0.0019176979172559339,0.01302637702514342,0.009434137531483144,0.041092019758379394,0.0001726413893664569,0.0625023117277046,-0.024753978236004035,-0.0010249551961953843
0.30000000000000004,0.9998637463610428,7.880277904892541e-05,5.252708150549346e-06,5.635271131843034e-06,2.905344462900139e-06,2.929505186322068e-06,0.06885953769346598,0.006840531783861015,0.00038579284652440204,0.002153353267260627,0.0005491691077382788,0.024631340018819836,0.012806648630676598,0.008010225295506213,0.0003696079823067855,0.05625521545359813,0.004260410355027222,0.03629259678600283,0.0026267663066456004,0.017761054208778826,0.012852769957958698,0.05623532811934906,0.00024682885468541027,0.08499487397621641,-0.034395732903734245,-0.0014356146680273867
0.35000000000000003,0.9983509861583959,6.22590594150374e-05,4.166126616245158e-06,4.536320097225932e-06,2.3145263993162857e-06,2.338254944223017e-06,0.08702082208404771,0.008680636684460952,0.0004987620516936353,0.002743451160002741,0.0007155458388105052,0.03129605447927053,0.016359417102115192,0.010300869181744554,0.000499440073348012,0.07175380257787212,0.005494741682789073,0.04664780183295436,0.0033827170727254163,0.02274912849207822,0.016447914333787783,0.07232965220846466,0.0003332741313332166,0.10853716409143233,-0.04500059584226133,-0.0018893309867121942
0.4,0.9967023856828545,4.020689993100568e-05,2.6985294393488957e-06,3.0132253228121186e-06,1.5157021697742579e-06,1.5354640154896515e-06,0.10456754109235433,0.010467491337059931,0.000616670186542323,0.0033238572390016374,0.000892183634846555,0.037850101005264425,0.0199586207982978,0.012659422814176091,0.0006471673862529226,0.08733005847167685,0.006774944582060516,0.05729149325269989,0.004164198209627434,0.02782946939003017,0.020105141144850736,0.0888984813064686,0.00043145646253717196,0.13234943721771986,-0.0563418774868834,-0.002372115428799685
0.45,0.9968361409036994,2.0781663248703452e-05,1.3781360630460426e-06,1.6072660301569286e-06,7.909002870398751e-07,8.040290609967471e-07,0.11980833869794949,0.012055435055125296,0.0007367664241290095,0.0038537402799527776,0.0010755779461837367,0.04394176763566593,0.023498570503562966,0.015022786133808474,0.0008120137545443162,0.10241206785776957,0.00806825227841268,0.06793537462144894,0.004951538582542492,0.03284714154168744,0.023719761523412486,0.10549914602838695,0.0005407817700266992,0.1557216228942332,-0.06820183829676686,-0.0028813402846089332
